"","BKS #","DATE","COL","SPECIES","LOCALITY"
"389",1555,"38241","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., mi. marker 131, N side I-8 (360999, 3640604)"
"390",1556,"38248","BKS","Aspi. t. punctilinealis","AZ: Yavapai Co., Alamo Rd at SR 93 (314271, 3781822)"
"391",1557,"38248","BKS","Aspi. t. punctilinealis","AZ: Yavapai Co., 10 mi. W Wickenburg, SR 93 (323741, 3773634)"
"392",1558,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"393",1559,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"394",1560,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"395",1561,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"396",1562,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"397",1563,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"398",1564,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"399",1565,"38251","BKS","Aspi. t. punctilinealis","AZ: Maricopa Co., 0.6 mi N SR 74 on New River Rd (386140, 3743432)"
"400",1566,"38255","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 3 mi. SE Tacna (227359, 3620660)[intergrade A. t. tigris X A. t. punctilinealis]"
"401",1567,"38255","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 3 mi. SE Tacna (227359, 3620660)[intergrade A. t. tigris X A. t. punctilinealis]"
"402",1568,"38255","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 3 mi. SE Tacna (227359, 3620660)[intergrade A. t. tigris X A. t. punctilinealis]"
"403",1569,"38255","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 3 mi. SW Wellton (763715, 3612358)[intergrade A. t. tigris X A. t. punctilinealis]"
"404",1570,"38256","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 22 mi. S Quartsite (759405, 3697267)[intergrade A. t. tigris X A. t. punctilinealis]"
"405",1571,"38256","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 22 mi. S Quartsite (759405, 3697267)[intergrade A. t. tigris X A. t. punctilinealis]"
"406",1572,"38256","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 22 mi. S Quartsite (759405, 3697267)[intergrade A. t. tigris X A. t. punctilinealis]"
"407",1573,"38256","BKS","A. t. tigris X A. t. p.","AZ: Yuma Co., 22 mi. S Quartsite (759405, 3697267)[intergrade A. t. tigris X A. t. punctilinealis]"
"408",1574,"38479","BKS","A. tigris","AZ: Yuma Co., 3 mi. SW Wellton (11S, 763085, 3612354)[intergrade A. t. tigris X A. t. punctilinealis]"
"409",1575,"38479","BKS","A. tigris","AZ: Yuma Co., Foothills Dr., 3 mi. S I-10, Yuma (11S, 741980, 3612641)"
"410",1576,"38438","BKS","A. tigris","NV: Clark Co., 2-3 mi. NW Laughlin, rte 163 (718738, 3895953)"
"411",1577,"38438","BKS","A. tigris","NV: Clark Co., 2-3 mi. NW Laughlin, rte 163 (718738, 3895953)"
"412",1578,"38438","BKS","A. tigris","NV: Clark Co., 2-3 mi. NW Laughlin, rte 163 (718738, 3895953)"
"413",1579,"38438","BKS","A. tigris","NV: Clark Co., 2-3 mi. NW Laughlin, rte 163 (718738, 3895953)"
"414",1580,"38438","BKS","A. tigris","NV: Clark Co., 2-3 mi. NW Laughlin, rte 163 (718738, 3895953)"
"415",1581,"38444","BKS","A. tigris","AZ: La Paz Co., Vicksburg Rd, I-10, 0.5 mi S (243475, 3722888)"
"416",1582,"38444","BKS","A. tigris","AZ: La Paz Co., Vicksburg Rd, I-10, 0.5 mi S (243475, 3722888)"
"417",1583,"38444","BKS","A. tigris","AZ: La Paz Co., Vicksburg Rd, I-10, 0.5 mi S (243475, 3722888)"
"418",1584,"38444","BKS","A. tigris","AZ: La Paz Co., Hovatter Rd, I-10, 0.5 mi N (257158, 3722649)"
"419",1585,"38444","BKS","A. tigris","AZ: La Paz Co., Hovatter Rd, I-10, 0.5 mi N (257158, 3722649)"
"420",1586,"38444","BKS","A. tigris","AZ: Maricopa Co., Salome Rd, 6 mi N I-10 (by road) (290585, 3717897)"
"421",1587,"38472","BKS","A. tigris","CA: Riverside Co., Wiley’s Well Rd, N I-10 (11S, 694084, 3720974)"
"422",1588,"38472","BKS","A. tigris","CA: Riverside Co., Wiley’s Well Rd, N I-10 (11S, 694084, 3720974)"
"423",1589,"38472","BKS","A. tigris","CA: Riverside Co., Ford Dry Lake Rd, S I-10 (11S, 685849, 3719794)"
"424",1590,"38472","BKS","A. tigris","CA: Riverside Co., Ford Dry Lake Rd, S I-10 (11S, 685849, 3719794)"
"425",1591,"38472","BKS","A. tigris","CA: Riverside Co., Ford Dry Lake Rd, S I-10 (11S, 685849, 3719794)"
"426",1592,"38472","BKS","A. tigris","CA: Riverside Co., Ford Dry Lake Rd, S I-10 (11S, 685849, 3719794)"
"427",1593,"38473","BKS","A. tigris","CA: Riverside Co., SR 95, 12 mi S Vidal (11S, 727638, 3759137)"
"428",1594,"38473","BKS","A. tigris","CA: Riverside Co., SR 95, 12 mi S Vidal (11S, 727638, 3759137)"
"429",1595,"38473","BKS","A. tigris","CA: San Bernardino Co., SR 95, 2 mi S Vidal (11S, 731302, 3775526)"
"430",1596,"38473","BKS","A. tigris","CA: San Bernardino Co., SR 62, 5 mi E Vidal (11S, 736138, 3786131)"
"431",1597,"38473","BKS","A. tigris","AZ: La Paz Co., SR 60, 2 mi west of Harcuvar, just east of Hope (251809, 3736022)"
"432",1598,"38473","BKS","A. tigris","AZ: La Paz Co., SR 60, 2 mi west of Harcuvar, just east of Hope (251809, 3736022)"
"433",1599,"38473","BKS","A. tigris","AZ: La Paz Co., SR 60, 2 mi west of Harcuvar, just east of Hope (251809, 3736022)"
"434",1600,"38479","BKS","A. tigris","AZ: Yuma Co., Foothills Dr., 3 mi. S I-10, Yuma (11S, 741980, 3612641)"
"435",1601,"38479","BKS","A. tigris","AZ: Yuma Co., Foothills Dr., 3 mi. S I-10, Yuma (11S, 741980, 3612641)"
"436",1602,"38479","BKS","A. tigris","CA: Imperial Co., Ogilby Rd, N I-10 (11S, 703154, 3627551)"
"437",1603,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby Rd, N I-10 (11S, 703154, 3627551)"
"438",1604,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby Rd, N I-10 (11S, 703154, 3627551)"
"439",1605,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby Rd, N I-10 (11S, 703154, 3627551)"
"440",1606,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby Rd, N I-10 (11S, 703154, 3627551)"
"441",1607,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby, Ogilby Rd, 3.5 mi. N I-10 (11S, 702785, 3632735)"
"442",1608,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby, Ogilby Rd, 3.5 mi. N I-10 (11S, 702785, 3632735)"
"443",1609,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby, Ogilby Rd, 3.5 mi. N I-10 (11S, 702785, 3632735)"
"444",1610,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby, Ogilby Rd, 3.5 mi. N I-10 (11S, 702785, 3632735)"
"445",1611,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby, Ogilby Rd, 3.5 mi. N I-10 (11S, 702785, 3632735)"
"446",1612,"38480","BKS","A. tigris","CA: Imperial Co., Ogilby, Ogilby Rd, 3.5 mi. N I-10 (11S, 702785, 3632735)"
"447",1613,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"448",1614,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"449",1615,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"450",1616,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"451",1617,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"452",1618,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"453",1619,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 6.1 mi NE SR 93 (11S, 724706, 3975672)"
"454",1620,"38487","BKS","A. tigris","AZ: Mohave Co., Detrital Wash @ Temple Bar Rd, 15.2 mi NE SR 93 (11S, 728175, 3988710)"
"455",1621,"38487","BKS","A. tigris","AZ: Mohave Co., Stockton Hill Rd, 32 mi N Kingman (11S, 760103, 3957646)"
"456",1622,"38487","BKS","A. tigris","AZ: Mohave Co., Stockton Hill Rd, 32 mi N Kingman (11S, 760103, 3957646)"
"457",1623,"38488","BKS","A. tigris","AZ: Yavapai Co., Alamo Res Rd @ SR 93 (12S, 314993, 3781845)"
"458",1624,"38497","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 455286, 3952345)"
"459",1625,"38497","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 455286, 3952345)"
"460",1626,"38497","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 455286, 3952345)"
"461",1627,"38497","BKS","A. pai ?","AZ: Coconino Co., Babbitt Ranch, 28 mi N of Flagstaff on SR 89 (12S, 452163, 3941426)"
"462",1628,"38498","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 455286, 3952345)"
"463",1629,"38498","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 455286, 3952345)"
"464",1630,"38498","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 456516, 3952335)"
"465",1631,"38498","BKS","A. tigris","AZ: Coconino Co., Babbitt Ranch, 36 mi N of Flagstaff on SR 89 (12S, 456516, 3952335)"
"466",1632,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"467",1633,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"468",1634,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"469",1635,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"470",1636,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"471",1637,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"472",1638,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"473",1639,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"474",1640,"38503","BKS","A. tigris","AZ: Mohave Co., Antares Rd @ Truxton Wash, 7.4 mi N rte 66 (12S, 241033, 3934307)"
"475",1641,"38503","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"476",1642,"38503","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"477",1643,"38503","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"478",1644,"38503","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"479",1645,"38503","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"480",1646,"38503","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"481",1647,"38503","BKS","A. tigris","AZ: Mohave Co., 2.7 mi SE Truxton on Rd to Cherokee (12S, 271856, 3929395)"
"482",1648,"38503","BKS","A. tigris","AZ: Mohave Co., 2.7 mi SE Truxton on Rd to Cherokee (12S, 271856, 3929395)"
"483",1649,"38504","BKS","A. tigris","AZ: Mohave Co., Diamond Bar Rd @ Pearce Ferry Rd (11S, 763657, 3972784)"
"484",1650,"38504","BKS","A. tigris","AZ: Mohave Co., Diamond Bar Rd @ Pearce Ferry Rd (11S, 763657, 3972784)"
"485",1651,"38504","BKS","A. tigris","AZ: Mohave Co., Diamond Bar Rd @ Pearce Ferry Rd (11S, 763657, 3972784)"
"486",1652,"38504","BKS","A. tigris","AZ: Mohave Co., Diamond Bar Rd @ Pearce Ferry Rd (11S, 763657, 3972784)"
"487",1653,"38504","BKS","A. tigris","AZ: Mohave Co., 2 mi W Diamond Bar Rd intersection on Pearce Ferry Rd (11S, 763085, 3976718)"
"488",1654,"38504","BKS","A. tigris","AZ: Mohave Co., 2 mi W Diamond Bar Rd intersection on Pearce Ferry Rd (11S, 763085, 3976718)"
"489",1655,"38504","BKS","A. tigris","AZ: Mohave Co., 2 mi W Diamond Bar Rd intersection on Pearce Ferry Rd (11S, 763085, 3976718)"
"490",1656,"38504","BKS","A. tigris","AZ: Mohave Co., 2 mi W Diamond Bar Rd intersection on Pearce Ferry Rd (11S, 763085, 3976718)"
"491",1657,"38504","BKS","A. tigris","AZ: Mohave Co., 2 mi W Diamond Bar Rd intersection on Pearce Ferry Rd (11S, 763085, 3976718)"
"492",1658,"38504","BKS","A. tigris","AZ: Mohave Co., Stockton Hill Rd, about 32 mi N Kingman (11S, 760172, 3957667)"
"493",1659,"38504","BKS","A. tigris","AZ: Mohave Co., Stockton Hill Rd, about 32 mi N Kingman (11S, 760172, 3957667)"
"494",1660,"38522","BKS","A. tigris","CA: Riverside Co., Corn Springs Rd @ I-10 (west exit) (11S, 663664, 3727125)"
"495",1661,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"496",1662,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"497",1663,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"498",1664,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"499",1665,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"500",1666,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"501",1667,"38522","BKS","A. tigris","CA: Riverside Co., Hayfield Rd @ I-10, north side exit (11S, 625083, 3726686)"
"502",1668,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"503",1669,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"504",1670,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"505",1671,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"506",1672,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"507",1673,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"508",1674,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"509",1675,"38523","BKS","A. tigris","CA: San Bernardino Co., Shadow Mtn Rd @ SR 395, NE side (11S, 458605, 3842248)"
"510",1676,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"511",1677,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"512",1678,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"513",1679,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"514",1680,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"515",1681,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"516",1682,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"517",1683,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"518",1684,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"519",1685,"38523","BKS","A. tigris","CA: Kern Co., Sand Canyon @ SR 58, N side, E Monolith (11S, 379459, 3886648)"
"520",1686,"38526","BKS","A. tigris","CA: Kern Co., Oak Creek Rd, 7.6 mi W Mojave (11S, 379774, 3878824)"
"521",1687,"38526","BKS","A. tigris","CA: Kern Co., Willow Springs Rd, 2 mi SE Oak Creek Rd intersection (11S, 377197, 3875199)"
"522",1688,"38527","BKS","A. tigris","CA: Kern Co., SW Caliente (spur to Buna Rd) (11S, 349539, 3905945)"
"523",1689,"38527","BKS","A. tigris","CA: Kern Co., SW Caliente (spur to Buna Rd) (11S, 349539, 3905945)"
"524",1690,"38527","BKS","A. tigris","CA: Kern Co., SW Caliente (spur to Buna Rd) (11S, 349539, 3905945)"
"525",1691,"38527","BKS","A. tigris","CA: Kern Co., SW Caliente (spur to Buna Rd) (11S, 349539, 3905945)"
"526",1692,"38527","BKS","A. tigris","CA: Kern Co., Oak Creek Rd, 5.0 mi W Mojave (11S, 384460, 3877245)"
"527",1693,"38528","BKS","A. tigris","CA: San Bernardino Co., SR 95 @ I-40, 5 mi W Colorado River, SE of Needles (11S, 721151, 3849167)"
"528",1694,"38528","BKS","A. tigris","CA: San Bernardino Co., SR 95 @ I-40, 5 mi W Colorado River, SE of Needles (11S, 721151, 3849167)"
"529",1695,"38528","BKS","A. tigris","CA: San Bernardino Co., SR 95 @ I-40, 5 mi W Colorado River, SE of Needles (11S, 721151, 3849167)"
"530",1696,"38528","BKS","A. tigris","CA: San Bernardino Co., SR 95 @ I-40, 5 mi W Colorado River, SE of Needles (11S, 721151, 3849167)"
"531",1697,"38528","BKS","A. tigris","AZ: Mohave Co., Needle Rock Rd @ I-40, 2 E Colorado River (11S, 734585, 3844544)"
"532",1698,"38528","BKS","A. tigris","AZ: Mohave Co., Needle Rock Rd @ I-40, 2 E Colorado River (11S, 734585, 3844544)"
"533",1699,"38535","BKS","A. tigris","AZ: Mohave Co., Black Cyn @ 17 mi Rd @ SR 93, just south Burro Crk (12S, 278137, 382514)"
"534",1700,"38563","BKS","A. velox","AZ: Navajo Co., 5 mi W Woodruff (12S, 582213, 3850884)"
"535",1701,"38563","BKS","A. velox","AZ: Navajo Co., 7 mi N I-40 on SR 77 (12S, 582029, 3880490)"
"536",1702,"38563","BKS","A. velox","AZ: Apache Co., 5 mi S town of Navajo & I-40 (12S, 634697, 3882666)"
"537",1703,"38563","BKS","A. velox","AZ: Apache Co., 5 mi S town of Navajo & I-40 (12S, 634697, 3882666)"
"538",1704,"38563","BKS","A. velox","AZ: Apache Co., 5 mi S town of Navajo & I-40 (12S, 634697, 3882666)"
"539",1705,"38564","BKS","A. velox","AZ: Apache Co., 20 mi N St John’s on SR 191 (12S, 659301, 3842767)"
"540",1706,"38564","BKS","A. velox","AZ: Apache Co., 10 mi N St John’s on SR 191 (12S, 654515, 3833282)"
"541",1707,"38564","BKS","A. velox","AZ: Apache Co., 5 mi NW ST John’s on SR 180 (12S, 639749, 3823858)"
"542",1708,"38568","BKS","A. tigris","AZ: Mohave Co., Black Cyn @ 17 mi Rd @ SR 93, just south Burro Crk (12S, 278137, 382514)"
"543",1709,"38568","BKS","A. tigris","AZ: Mohave Co., Cane Springs Ranch Rd @ SR 93, 12 mi. so. I-40 (12S, 255901, 3871274)"
"544",1710,"38568","BKS","A. tigris","AZ: Mohave Co., Cane Springs Ranch Rd @ SR 93, 12 mi. so. I-40 (12S, 255901, 3871274)"
"545",1711,"38568","BKS","A. tigris","AZ: Mohave Co., Cane Springs Ranch Rd @ SR 93, 12 mi. so. I-40 (12S, 255901, 3871274)"
"546",1712,"38568","BKS","A. tigris","AZ: Mohave Co., Cane Springs Ranch Rd @ SR 93, 12 mi. so. I-40 (12S, 255901, 3871274)"
"547",1713,"38568","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"548",1714,"38569","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"549",1715,"38569","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"550",1716,"38569","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"551",1717,"38569","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"552",1718,"38569","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"553",1719,"38569","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"554",1720,"38569","BKS","A. tigris","AZ: Mohave Co., Rte 66, 3 mi S Hackberry on S side of railroad (11S, 250384, 3919837)"
"555",1721,"38569","BKS","A. tigris","AZ: Mohave Co., Griffith Rd exit @ I-40 (11S, 759512, 3880369)"
"556",1722,"38569","BKS","A. tigris","AZ: Mohave Co., Griffith Rd exit @ I-40 (11S, 759512, 3880369)"
"557",1723,"38569","BKS","A. tigris","AZ: Mohave Co., Oatman Rd exit @ I-40, SW Kingman (11S, 763294, 3889170)"
"558",1724,"38569","BKS","A. tigris","AZ: Mohave Co., Oatman Rd exit @ I-40, SW Kingman (11S, 763294, 3889170)"
"559",1725,"38569","BKS","A. tigris","AZ: Mohave Co., Oatman Rd exit @ I-40, SW Kingman (11S, 763294, 3889170)"
"560",1726,"38572","BKS","A. tigris","AZ: Yavapai Co., SR 260, 2 mi W W. Clear Crk (12S, 424781, 3822482)"
"561",1727,"38577","BKS","A. tigris","AZ: Yavapai Co., FR 618, 1 mi NE SR 260, 1 mi NW W. Clear Crk (12S, 429718, 3821935)"
"562",1728,"38577","BKS","A. tigris","AZ: Yavapai Co., FR 618, 1 mi NE SR 260, 1 mi NW W. Clear Crk (12S, 429718, 3821935)"
"563",1729,"38577","BKS","A. tigris","AZ: Yavapai Co., FR 372/75 (Rd to Cherry), 2 mi W SR 260 (12S, 414813, 3829062)"
"564",1730,"38577","BKS","A. uniparens","AZ: Yavapai Co., just off FR 119 (Rd to Cornville), 5 mi NW I-17/McGuireville"
"565",1731,"38583","BKS","A. tigris","AZ: Mohave Co., Black Cyn @ 17 mi Rd @ SR 93, just south Burro Crk (12S, 278137, 382514)"
"566",1732,"38583","BKS","A. tigris","AZ: Mohave Co., 2 mi. S Big Sandy Crossing of SR 93 along SR 93 (12S, 267286, 3834238)"
"567",1733,"38583","BKS","A. tigris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305555, 3796044)"
"568",1734,"38583","BKS","A. tigris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305555, 3796044)"
"569",1735,"38583","BKS","A. tigris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305555, 3796044)"
"570",1736,"38590","BKS","A. tigris","AZ: Yavapai Co., FR 618, 1 mi. N SR 260, 1 NW W. Clear Crk (12S, 429718, 3821935)"
"571",1737,"38590","BKS","A. tigris","AZ: Yavapai Co., FR 618, 1 mi. N SR 260, 1 NW W. Clear Crk (12S, 429718, 3821935)"
"572",1738,"38590","BKS","A. tigris","AZ: Yavapai Co., FR 618, 0.5 mi. N SR 260, 1 NW W. Clear Crk (12S, 429085, 3821595)"
"573",1739,"38590","BKS","A. tigris","AZ: Yavapai Co., FR 618, 0.5 mi. N SR 260, 1 NW W. Clear Crk (12S, 429085, 3821595)"
"574",1740,"38590","BKS","A. tigris","AZ: Yavapai Co., FR 618, 0.5 mi. N SR 260, 1 NW W. Clear Crk (12S, 429085, 3821595)"
"575",1741,"38591","BKS","A. tigris","AZ: Yavapai Co., FR 618, 0.5 mi. N SR 260, 1 NW W. Clear Crk (12S, 429085, 3821595)"
"576",1742,"38591","BKS","Sce. magister","AZ: Yavapai Co., FR 618, 0.5 mi. N SR 260, 1 NW W. Clear Crk (12S, 429085, 3821595)"
"577",1743,"38598","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93 (12S, 258080, 3888715)"
"578",1744,"38598","BKS","A. tigris","AZ: Mohave Co., DW Ranch Rd, 1 mi S I-40 (exit 59) (12S, 236192, 3897433)"
"579",1745,"38598","BKS","A. tigris","AZ: Mohave Co., “degraded grassland” @ Rte 66, 10 mi. no. Kingman (12S, 237105, 3915170)"
"580",1746,"38598","BKS","A. tigris","AZ: Mohave Co., Truxton Wash, 2 mi NW Hackberry off rte 66 (12S, 250847, 3920761)"
"581",1747,"38599","BKS","A. tigris","AZ: Mohave Co., Griffith Rd exit (337)  @ I-40 (11S, 759512, 3880369)"
"582",1748,"38599","BKS","A. tigris","AZ: Mohave Co., Griffith Rd exit (337)  @ I-40 (11S, 759512, 3880369)"
"583",1749,"38599","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93 (12S, 258080, 3888715)"
"584",1750,"38599","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93 (12S, 258080, 3888715)"
"585",1751,"38612","BKS","A. tigris","AZ: Pinal Co., Park Link Rd, east of I-10 about 4 mi (12S, 472371, 3608110)"
"586",1752,"38612","BKS","A. tigris","AZ: Pinal Co., Park Link Rd, east of I-10 about 4 mi (12S, 472371, 3608110)"
"587",1753,"38612","BKS","A. tigris","AZ: Pinal Co., Park Link Rd, east of I-10 about 4 mi (12S, 472371, 3608110)"
"588",1754,"38612","BKS","A. tigris","AZ: Pinal Co., Park Link Rd, east of I-10 about 4 mi (12S, 472371, 3608110)"
