"","BKS #","DATE","COL","SPECIES","LOCALITY"
"589",1755,"38612","BKS","A. tigris","AZ: Pinal Co., Park Link Rd, east of I-10 about 4 mi (12S, 472371, 3608110)"
"590",1756,"38822","BKS","A. tigris","AZ: La Paz Co., Bouse Wash at SR 95, 8 mi SE Parker (11S, 753915, 3766382)"
"591",1757,"38822","BKS","A. tigris","AZ: La Paz Co., Bouse Wash at SR 95, 8 mi SE Parker (11S, 753915, 3766382)"
"592",1758,"38822","BKS","A. tigris","AZ: La Paz Co., Bouse Wash at SR 95, 8 mi SE Parker (11S, 753915, 3766382)"
"593",1759,"38822","BKS","A. tigris","AZ: La Paz Co., Bouse Wash at SR 95, 8 mi SE Parker (11S, 753915, 3766382)"
"594",1760,"38822","BKS","A. tigris","CA: San Bernardino Co., SR 62, 5 mi. E Vidal Jct (11S, 736148, 3786019; same as 5/1/05)"
"595",1761,"38822","BKS","A. tigris","CA: San Bernardino Co., SR 62, 5 mi. E Vidal Jct (11S, 736148, 3786019; same as 5/1/05)"
"596",1762,"38822","BKS","A. tigris","CA: San Bernardino Co., SR 95 at Turtle Mtn Rd, 24 mi. N Vidal Jct (11S, 715521, 3823438)"
"597",1763,"38822","BKS","A. tigris","CA: San Bernardino Co., SR 95 at Turtle Mtn Rd, 24 mi. N Vidal Jct (11S, 715521, 3823438)"
"598",1764,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93, at McGarry’s Wash (12S, 258080, 3888715)"
"599",1765,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93, at McGarry’s Wash (12S, 258080, 3888715)"
"600",1766,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93, at McGarry’s Wash (12S, 258080, 3888715)"
"601",1767,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 1 mi N SR 93, at McGarry’s Wash (12S, 258080, 3888715)"
"602",1768,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 7 mi N SR 93 (12S, 260499, 3899256)"
"603",1769,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 7 mi N SR 93 (12S, 260499, 3899256)"
"604",1770,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 7 mi N SR 93 (12S, 260499, 3899256)"
"605",1771,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 7 mi N SR 93 (12S, 260499, 3899256)"
"606",1772,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 7 mi N SR 93 (12S, 260499, 3899256)"
"607",1773,"38843","BKS","A. tigris","AZ: Mohave Co., Hackberry Rd, 7 mi N SR 93 (12S, 260499, 3899256)"
"608",1774,"38843","BKS","A. tigris","AZ: Mohave Co., Truxton Wash, 2 mi NW Hackberry off rte 66 (12S, 250847, 3920761)"
"609",1775,"38843","BKS","A. tigris","AZ: Mohave Co., Truxton Wash, 2 mi NW Hackberry off rte 66 (12S, 250847, 3920761)"
"610",1776,"38844","BKS","A. tigris","AZ: Mohave Co., 3.0 mi SE Truxton on Rd to Cherokee (12S, 271856, 3929395, approximate)"
"611",1777,"38844","BKS","A. tigris","AZ: Mohave Co., 3.0 mi SE Truxton on Rd to Cherokee (12S, 271856, 3929395, approximate)"
"612",1778,"38844","BKS","A. tigris","AZ: Mohave Co., 3.0 mi SE Truxton on Rd to Cherokee (12S, 271856, 3929395, approximate)"
"613",1779,"38844","BKS","A. tigris","AZ: Mohave Co., 3.0 mi SE Truxton on Rd to Cherokee (12S, 271856, 3929395, approximate)"
"614",1780,"38844","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"615",1781,"38844","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"616",1782,"38844","BKS","A. tigris","AZ: Mohave Co., rte 66, 3.7 mi SW Truxton (12S, 261673, 3926702)"
"617",1783,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"618",1784,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"619",1785,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"620",1786,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"621",1787,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"622",1788,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"623",1789,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"624",1790,"38852","BKS","A. tigiris","AZ: Yavapai Co., 12 mi S Santa Maria River @ SR 93 (12S, 305324, 3796002)[same as 19 AUG 05]"
"625",1791,"38854","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"626",1792,"38856","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"627",1793,"38858","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"628",1794,"38860","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"629",1795,"38862","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"630",1796,"38864","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"631",1797,"38866","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"632",1798,"38868","BKS","A. tigiris","AZ: Yavapai Co., 3 mi E I-17along Bloody Basin Road (12S, 398695, 3791774)[same as 12 MAY 06]"
"633",1799,"38856","BKS","A. tigiris","AZ: Gila Co., Tonto Creek, 7 mi SE SR 87 along SR 188 (12S, 471296, 3750378)"
"634",1800,"38856","BKS","A. tigiris","AZ: Gila Co., Tonto Creek, 7 mi SE SR 87 along SR 188 (12S, 471296, 3750378)"
"635",1801,"38856","BKS","A. tigiris","AZ: Gila Co., Tonto Creek, 7 mi SE SR 87 along SR 188 (12S, 471296, 3750378)"
"636",1802,"38856","BKS","A. tigiris","AZ: Gila Co., Tonto Creek, 7 mi SE SR 87 along SR 188 (12S, 471296, 3750378)"
"637",1803,"38857","BKS","A. tigiris","AZ: Gila Co., FR 184, 2 mi N Jake’s Corner"
"638",1804,"38857","BKS","A. tigiris","AZ: Gila Co., FR 184, 2 mi N Jake’s Corner"
"639",1805,"38857","BKS","A. tigiris","AZ: Gila Co., 2 mi E Payson along SR 260 (Home; 12S, 474056, 3790860)"
"640",1806,"38862","BKS","A. tigris","AZ: Yavapai Co., FR 372/75 (Rd to Cherry), 2 mi W SR 260 (12S, 414863, 3829075)"
"641",1807,"38862","BKS","A. tigris","AZ: Yavapai Co., FR 372/75 (Rd to Cherry), 2 mi W SR 260 (12S, 414863, 3829075)"
"642",1808,"38862","BKS","A. tigris","AZ: Yavapai Co., FR 372/75 (Rd to Cherry), 2 mi W SR 260 (12S, 414863, 3829075)"
"643",1809,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"644",1810,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"645",1811,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"646",1812,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"647",1813,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"648",1814,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"649",1815,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"650",1816,"38863","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"651",1817,"38864","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"652",1818,"38864","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"653",1819,"38864","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"654",1820,"38864","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"655",1821,"38864","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"656",1822,"38864","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"657",1823,"38868","BKS","A. tigris","CA: Riverside Co., Wiley’s Well Rd & I-10 (11S, 694017, 3720750)"
"658",1824,"38868","BKS","A. tigris","CA: Riverside Co., Wiley’s Well Rd & I-10 (11S, 694017, 3720750)"
"659",1825,"38868","BKS","A. tigris","CA: Riverside Co., I-10 exit at JTNM (south side), just north of I-10 (11S, 610989, 3726446)"
"660",1826,"38868","BKS","A. tigris","CA: Riverside Co., I-10 exit at JTNM (south side), just north of I-10 (11S, 610989, 3726446)"
"661",1827,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"662",1828,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"663",1829,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"664",1830,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"665",1831,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"666",1832,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"667",1833,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"668",1834,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"669",1835,"38884","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"670",1836,"38884","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"671",1837,"38885","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"672",1838,"38885","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"673",1839,"38935","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"674",1840,"38935","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"675",1841,"38935","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"676",1829,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"677",1830,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"678",1831,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"679",1832,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"680",1833,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"681",1834,"38882","BKS","A. tigris","AZ: Yavapai Co., 2-8 mi SE Hillside, on road through Date/Piedmont to SR 89 (12S, 323198, 3799022)"
"682",1835,"38884","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"683",1836,"38884","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"684",1837,"38885","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"685",1838,"38885","BKS","A. tigris","AZ: Gila Co., Houston Mesa Trailhead, Payson (12S, 471684, 3792453)"
"686",1839,"38935","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"687",1840,"38935","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"688",1841,"38935","BKS","A. tigris","AZ: Gila Co., FR 414, 3.5 mi SW Payson (12S, 462837, 3785055)"
"689",1842,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"690",1843,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"691",1844,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"692",1845,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"693",1846,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"694",1847,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"695",1848,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"696",1849,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"697",1850,"38943","BKS","A. tigris","AZ:  Maricopa Co., W of Mobile on SR 238 @ mm 24 (12S, 375649, 3656656)"
"698",1851,"38962","BKS","A. burti","AZ:  Santa Cruz Co., Calabasas Wash, Ruby Rd (SR 289), (UTM: 12R, 496699, 3473308)"
"699",1852,"38962","BKS","A. burti","AZ:  Santa Cruz Co., Calabasas Wash, Ruby Rd (SR 289), (UTM: 12R, 496699, 3473308)"
"700",1853,"39187","BKS","A.tigris","AZ:  Maricopa Co., west of Gillespie Dam, old SR 80 (UTM:  12S, 334222, 3678172)"
"701",1854,"39187","BKS","A.tigris","AZ:  Maricopa Co., west of Gillespie Dam, old SR 80 (UTM:  12S, 334222, 3678172)"
"702",1855,"39187","BKS","A.tigris","AZ:  Maricopa Co., west of Gillespie Dam, old SR 80 (UTM:  12S, 334222, 3678172)"
"703",1856,"39216","BKS","A. pai","AZ:  Coconino Co., 28 mi N Flagstaff, Babbitt Ranch"
"704",1857,"39216","BKS","A. pai","AZ:  Coconino Co., 28 mi N Flagstaff, Babbitt Ranch"
"705",1858,"39216","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"706",1859,"39216","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"707",1860,"39216","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"708",1861,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"709",1862,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"710",1863,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"711",1864,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"712",1865,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"713",1866,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 22 mi W Marble Cyn at Wildlife Refuge Rd (12S, 415520, 4062178)"
"714",1867,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 22 mi W Marble Cyn at Wildlife Refuge Rd (12S, 415520, 4062178)"
"715",1868,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 22 mi W Marble Cyn at Wildlife Refuge Rd (12S, 415520, 4062178)"
"716",1869,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 22 mi W Marble Cyn at Wildlife Refuge Rd (12S, 415520, 4062178)"
"717",1870,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 22 mi W Marble Cyn at Wildlife Refuge Rd (12S, 415520, 4062178)"
"718",1871,"39217","BKS","A. tigris","AZ:  Coconino Co., SR 89A, 22 mi W Marble Cyn at Wildlife Refuge Rd (12S, 415520, 4062178)"
"719",1872,"39217","BKS","S.magister","AZ:  Coconino Co., SR 89A, 5 mi W Marble Cyn (12S, 436144, 4067540)"
"720",1873,"39221","BKS","Uma scoparia","AZ:  La Paz Co., SR 95, 17 mi N Quartzite (11S, 756958, 3755811)"
"721",1874,"39221","BKS","Uma scoparia","AZ:  La Paz Co., SR 95, 17 mi N Quartzite (11S, 756958, 3755811)"
"722",1875,"39221","BKS","A. tigris","AZ:  La Paz Co., SR 95, 17 mi N Quartzite (11S, 756958, 3755811)"
"723",1876,"39221","BKS","A. tigris","AZ:  La Paz Co., SR 95, 17 mi N Quartzite (11S, 756958, 3755811)"
"724",1877,"39221","BKS","A. tigris","AZ:  La Paz Co., SR 95, 17 mi N Quartzite (11S, 756958, 3755811)"
"725",1878,"39221","BKS","A. tigris","AZ:  La Paz Co., SR 95, 17 mi N Quartzite (11S, 756958, 3755811)"
"726",1879,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"727",1879,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"728",1880,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"729",1881,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"730",1882,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"731",1883,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"732",1884,"39226","BKS","A. pai","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"733",1885,"39226","BKS","Crotalus cerberus","AZ:  Gila Co., El Oso Rd, 7.5-8.2 mi W SR 188 (12S, 469157, 3732108)"
"734",1886,"39226","BKS","A. tigris","AZ:  Gila Co., El Oso Rd, 7.0 mi W SR 188 (12S, 468942, 3733235)"
"735",1887,"39226","BKS","A. tigris","AZ:  Gila Co., El Oso Rd, 7.0 mi W SR 188 (12S, 468942, 3733235)"
"736",1888,"39227","BKS","A. tigris","AZ:  Navajo Co., IR 71, 5 mi N Winslow, west of L. Col. River (12S, 528695, 3887097)"
"737",1889,"39227","BKS","A. tigris","AZ:  Navajo Co., IR 71, 5 mi N Winslow, west of L. Col. River (12S, 528695, 3887097)"
"738",1890,"39227","BKS","A. tigris","AZ:  Navajo Co., IR 71, 5 mi N Winslow, west of L. Col. River (12S, 528695, 3887097)"
"739",1891,"39233","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"740",1892,"39233","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"741",1893,"39233","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"742",1894,"39233","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"743",1895,"39233","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"744",1896,"39240","BKS","A. tigris","AZ:  Graham Co., Emory Cemetary (12S, 591308, 3658514)"
"745",1897,"39240","BKS","A. tigris","AZ:  Graham Co., Emory Cemetary (12S, 591308, 3658514)"
"746",1898,"39240","BKS","A. tigris","AZ:  Graham Co., Whitlock Valley immediately S of SR 70"
"747",1899,"39240","BKS","A. tigris","AZ:  Graham Co., Whitlock Valley immediately S of SR 72"
"748",1900,"39240","BKS","A. tigris","AZ:  Graham Co., Whitlock Valley immediately S of SR 74"
"749",1901,"39240","BKS","A. tigris","AZ:  Graham Co., Whitlock Valley immediately S of SR 76"
"750",1902,"39241","BKS","A. tigris","AZ:  Graham Co., Klondyke Rd, 1.5 mi W of SR 70 (12S, 599013, 3649791)"
"751",1903,"39241","BKS","A. tigris","AZ:  Graham Co., Klondyke Rd, 1.5 mi W of SR 70 (12S, 599013, 3649791)"
"752",1904,"39241","BKS","A. tigris","AZ:  Graham Co., Klondyke Rd, 1.5 mi W of SR 70 (12S, 599013, 3649791)"
"753",1905,"39241","BKS","A. tigris","AZ:  Graham Co., Klondyke Rd, 1.5 mi W of SR 70 (12S, 599013, 3649791)"
"754",1906,"39241","BKS","A. tigris","AZ:  Graham Co., Klondyke Rd, 1.5 mi W of SR 70 (12S, 599013, 3649791)"
"755",1907,"39241","BKS","A. tigris","AZ:  Graham Co., Klondyke Rd, 1.5 mi W of SR 70 (12S, 599013, 3649791)"
"756",1908,"39241","BKS","M. flagellum","AZ: Gila Co., SR 77 2 mi SW of SR 70"
"757",1909,"39287","BKS","A. tigrinum","AZ:  Gila Co., Payson (Chaparral Pines home)"
"758",1910,"39287","BKS","S. clarkii","AZ:  Gila Co., Payson (Chaparral Pines home)"
"759",1911,"39327","BKS","A. tigris","AZ:  Pinal Co., Aravaipa Rd, just east SR 77 (12S, 530182, 3635655)"
"760",1912,"39327","BKS","A. tigris","AZ:  Pinal Co., Aravaipa Rd, just east SR 77 (12S, 530182, 3635655)"
"761",1913,"39327","BKS","A. tigris","AZ:  Pinal Co., Aravaipa Rd, just east SR 77 (12S, 530182, 3635655)"
"762",1914,"39327","BKS","A. tigris","AZ:  Pinal Co., Aravaipa Rd, just east SR 77 (12S, 530182, 3635655)"
"763",1915,"39557","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393E, 3593626N)"
"764",1916,"39557","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"765",1917,"39557","BKS","A. tigris","AZ:  Pima Co., SR 85 and Gunsight Wash, 3 mi S Why (12S, 335308E, 3568197N)"
"766",1918,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"767",1919,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"768",1920,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"769",1921,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"770",1922,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"771",1923,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"772",1924,"39598","BKS","A. tigris","AZ:  Pima Co., SR 85 and Mead Rd, 10 mi N of Ajo (12S, 324393, 3593626)"
"773",1925,"39600","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"774",1926,"39602","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"775",1927,"39604","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"776",1928,"39606","BKS","A. pai","AZ:  Coconino Co., SR 64, 23 mi W SR 89 (12S, 429735, 3979417)"
"777",1929,"39601","BKS","A. pai","AZ: Coconino Co., SR 64, 23 mi W SR 89, west side (12S, 429287, 3979072)"
"778",1930,"39601","BKS","A. pai","AZ: Coconino Co., SR 64, 23 mi W SR 89, west side (12S, 429287, 3979072)"
"779",1931,"39604","BKS","A. tigris","AZ:  Navajo Co., IR 71, about 5 mi N Winslow, east side toward LCR (12S, 528573E, 3887096N; el = 1471 m)"
"780",1932,"39604","BKS","A. tigris","AZ:  Navajo Co., IR 71, about 5 mi N Winslow, east side toward LCR (12S, 528573E, 3887096N; el = 1471 m)"
"781",1933,"39604","BKS","A. tigris","AZ:  Navajo Co., IR 71, about 5 mi N Winslow, east side toward LCR (12S, 528573E, 3887096N; el = 1471 m)"
"782",1934,"39604","BKS","A. tigris","AZ:  Navajo Co., IR 71, about 5 mi N Winslow, east side toward LCR (12S, 528573E, 3887096N; el = 1471 m)"
"783",1935,"39604","BKS","A. tigris","AZ:  Navajo Co., IR 71, about 5 mi N Winslow, east side toward LCR (12S, 528573E, 3887096N; el = 1471 m)"
"784",1936,"39611","BKS","A. tigris","AZ: Pima Co., Santa Rita Exp. Range, about 5 mi. east of I-19 (12R, 506478, 3520717)"
"785",1937,"39611","BKS","A. tigris","AZ: Pima Co., Santa Rita Exp. Range, about 5 mi. east of I-19 (12R, 506478, 3520717)"
"786",1938,"39611","BKS","A. tigris","AZ: Pima Co., Santa Rita Exp. Range, about 5 mi. east of I-19 (12R, 506478, 3520717)"
"787",1939,"39611","BKS","A tigris","AZ: Pima Co., Santa Rita Exp. Range, about 5 mi. east of I-19 (12R, 506478, 3520717)"
"788",1940,"39611","BKS","A. burti","AZ:  Santa Cruz Co., Calabasas Wash, Ruby Rd (SR 289), (UTM: 12R, 496699, 3473308)"
"789",1941,"39611","BKS","A. burti","AZ:  Santa Cruz Co., Calabasas Wash, Ruby Rd (SR 289), (UTM: 12R, 496699, 3473308)"
"790",1942,"39632","BKS","A. tigris","AZ:  Santa Cruz Co., Chavez siding rd exit (# 40) off I-19, SW Madera Cyn (12R, 493938, 3501887)"
"791",1943,"39632","BKS","A. tigris","AZ:  Santa Cruz Co., Chavez siding rd exit (# 40) off I-19, SW Madera Cyn (12R, 493938, 3501887)"
