"","Extended Summary Data","Catalog Prefix","Catalog Number","Current Qualified Name","Identification comments","Type Status","Determiner","Date Identified","Sex","Stage","Habitat/Microhabitat","Continent","Country","Province/State/Territory","District/County/Shire","Township","Precise/Location","Site Name","Verbatim Elevation","Elevation (From—Met)","Elevation (From—Ft)","Elevation (To—Met)","Elevation (To—Ft)","Latitude (Centroid—DMS)","Latitude (Centroid—Dec)","Longitude (Centroid—DMS)","Longitude (Centroid—Dec)","Lat-Long Notes","Collector String","Expedition Name/Date","Collection Date (from)","Collection Date (to)","Verbatim Collection Date","“Original” locality data","Deaccessioned?...35","Collector Number","Other Numbers: Kind","Other Numbers: Source","Other Numbers: Value","Note","Note Type","Deaccessioned?...42","Tissue Source","Tissue Other Numbers","AMCC Number","Storage Medium","Preservation History"
"261","R136861: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2120}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5913)","R",136861,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5913",NA,NA,NA,NA,NA,NA,NA,"FT 2120",113524,NA,NA
"262","R136862: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2121}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5914)","R",136862,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5914",NA,NA,NA,NA,NA,NA,NA,"FT 2121",113525,NA,NA
"263","R136863: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2122}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5915)","R",136863,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5915",NA,NA,NA,NA,NA,NA,NA,"FT 2122",113526,NA,NA
"264","R136864: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2123}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5916)","R",136864,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5916",NA,NA,NA,NA,NA,NA,NA,"FT 2123",113527,NA,NA
"265","R136865: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2124}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5917)","R",136865,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5917",NA,NA,NA,NA,NA,NA,NA,"FT 2124",112662,NA,NA
"266","R136867: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2150}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5919)","R",136867,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5919",NA,NA,NA,NA,NA,NA,NA,"FT 2150",113531,NA,NA
"267","R136868: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] {FT 2151}; North America: United States: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau: 23 Jul 1990 - 23 Jul 1990; Charles J. Cole & Carol R. Townsend (JC 5920)","R",136868,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","McKinley",NA,"75.7 mi (by NM Hwy 371) N Thoreau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charles J. Cole & Carol R. Townsend",NA,1990-07-23,1990-07-23,NA,"USA: New Mexico: McKinley: 75.7 mi (by NM Hwy 371) N Thoreau","No","JC 5920",NA,NA,NA,NA,NA,NA,NA,"FT 2151",113532,NA,NA
"268","R154157: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8193}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8193)","R",154157,"Aspidoscelis inornata",NA,NA,NA,NA,"Female",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8193",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8193",165993,NA,NA
"269","R154158: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8194}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8194)","R",154158,"Aspidoscelis inornata",NA,NA,NA,NA,"Female",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8194",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8194",165994,NA,NA
"270","R154159: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Microtechnique] (Karyotype); [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8195}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8195)","R",154159,"Aspidoscelis inornata",NA,NA,NA,NA,"Male",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8195",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8195",165995,NA,NA
"271","R154160: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8196}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8196)","R",154160,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8196",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8196",165996,NA,NA
"272","R154161: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8197}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8197)","R",154161,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8197",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8197",165997,NA,NA
"273","R154162: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, Kidney, Liver, Muscle, Plasma, Red blood cells {JC8198}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8198)","R",154162,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8198",NA,NA,NA,NA,NA,NA,"Heart, Kidney, Liver, Muscle, Plasma, Red blood cells","JC8198",165998,NA,NA
"274","R154163: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8199}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8199)","R",154163,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8199",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8199",165999,NA,NA
"275","R154164: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8200}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8200)","R",154164,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8200",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8200",166000,NA,NA
"276","R154165: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8201}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8201)","R",154165,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8201",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8201",166001,NA,NA
"277","R154166: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8202}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8202)","R",154166,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8202",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8202",166002,NA,NA
"278","R154167: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8203}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8203)","R",154167,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8203",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8203",166003,NA,NA
"279","R154168: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8204}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8204)","R",154168,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8204",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8204",166004,NA,NA
"280","R154169: Aspidoscelis inornata; Teiidae; [Fluid] Corpus; [Tissue] Heart, muscle, plasma, red blood cells {JC8205}; North America: United States: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft elev: 33° 40' 25"" N 106° 28' 56"" W; 7 May 2004 - 8 May 2004; Charles J. Cole & Carol R. Townsend (JC 8205)","R",154169,"Aspidoscelis inornata",NA,NA,NA,NA,NA,NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,"4900 ft",1494,4900,NA,NA,"33 40 25 N",33.6736,"106 28 56 W",-106.4822,NA,"Charles J. Cole & Carol R. Townsend",NA,2004-05-07,2004-05-08,NA,"USA: New Mexico: Socorro: White Sands Missile Range, western vicinity of Trinity Site, 18 km S and 32 km E of San Antonio, 4900 ft, 33°40'25""N, 106°28'56""W","No","JC 8205",NA,NA,NA,NA,NA,NA,"Heart, muscle, plasma, red blood cells","JC8205",166005,NA,NA
"281","R163032: Aspidoscelis inornata; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft - 4900 ft elev: 33° 40' 53"" N 106° 28' 32"" W; 10 Jun 2007 - 10 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8230)","R",163032,"Aspidoscelis inornata",NA,NA,"Charles J. Cole",2010,"Male",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,NA,1494,4900,1494,4900,"33 40 53 N",33.6814,"106 28 32 W",-106.4756,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-10,2007-06-10,NA,"New Mexico: Socorro Co.; White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio; 4900 ft elev.; 33°40'53""N, 106°28'32""W in WGS 84","No","JC 8230",NA,NA,NA,NA,NA,NA,"Tail",NA,167513,NA,NA
"282","R163033: Aspidoscelis inornata; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft - 4900 ft elev: 33° 40' 53"" N 106° 28' 32"" W; 10 Jun 2007 - 10 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8231)","R",163033,"Aspidoscelis inornata",NA,NA,"Charles J. Cole",2010,"Male",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,NA,1494,4900,1494,4900,"33 40 53 N",33.6814,"106 28 32 W",-106.4756,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-10,2007-06-10,NA,"New Mexico: Socorro Co.; White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio; 4900 ft elev.; 33°40'53""N, 106°28'32""W in WGS 84","No","JC 8231",NA,NA,NA,NA,NA,NA,"Tail",NA,167514,NA,NA
"283","R163034: Aspidoscelis inornata; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft - 4900 ft elev: 33° 40' 53"" N 106° 28' 32"" W; 10 Jun 2007 - 10 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8232)","R",163034,"Aspidoscelis inornata",NA,NA,"Charles J. Cole",2010,"Male",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,NA,1494,4900,1494,4900,"33 40 53 N",33.6814,"106 28 32 W",-106.4756,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-10,2007-06-10,NA,"New Mexico: Socorro Co.; White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio; 4900 ft elev.; 33°40'53""N, 106°28'32""W in WGS 84","No","JC 8232",NA,NA,NA,NA,NA,NA,"Tail",NA,167515,NA,NA
"284","R163035: Aspidoscelis inornata; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft - 4900 ft elev: 33° 40' 53"" N 106° 28' 32"" W; 10 Jun 2007 - 10 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8233)","R",163035,"Aspidoscelis inornata",NA,NA,"Charles J. Cole",2010,"Female",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,NA,1494,4900,1494,4900,"33 40 53 N",33.6814,"106 28 32 W",-106.4756,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-10,2007-06-10,NA,"New Mexico: Socorro Co.; White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio; 4900 ft elev.; 33°40'53""N, 106°28'32""W in WGS 84","No","JC 8233",NA,NA,NA,NA,NA,NA,"Tail",NA,167516,NA,NA
"285","R163036: Aspidoscelis inornata; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft - 4900 ft elev: 33° 40' 53"" N 106° 28' 32"" W; 10 Jun 2007 - 10 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8234)","R",163036,"Aspidoscelis inornata",NA,NA,"Charles J. Cole",2010,"Male",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,NA,1494,4900,1494,4900,"33 40 53 N",33.6814,"106 28 32 W",-106.4756,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-10,2007-06-10,NA,"New Mexico: Socorro Co.; White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio; 4900 ft elev.; 33°40'53""N, 106°28'32""W in WGS 84","No","JC 8234",NA,NA,NA,NA,NA,NA,"Tail",NA,167517,NA,NA
"286","R163037: Aspidoscelis inornata; Teiidae; det. Cole/2010; [Fluid] Corpus; [Tissue] Tail; North America: United States: New Mexico: Socorro: White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio: 4900 ft - 4900 ft elev: 33° 40' 53"" N 106° 28' 32"" W; 10 Jun 2007 - 10 Jun 2007; Charles J. Cole & Carol R. Townsend (JC 8235)","R",163037,"Aspidoscelis inornata",NA,NA,"Charles J. Cole",2010,"Male",NA,NA,"North America","United States","New Mexico","Socorro",NA,"White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio",NA,NA,1494,4900,1494,4900,"33 40 53 N",33.6814,"106 28 32 W",-106.4756,NA,"Charles J. Cole & Carol R. Townsend",NA,2007-06-10,2007-06-10,NA,"New Mexico: Socorro Co.; White Sands Missile Range; NE vicinity of Trinity Site, 18 km S and 32 km E of San Antonio; 4900 ft elev.; 33°40'53""N, 106°28'32""W in WGS 84","No","JC 8235",NA,NA,NA,NA,NA,NA,"Tail",NA,167518,NA,NA
