"","identificadorUnico","siglasColecciónMZFC","númeroCatálogoMZFC","etiquetaCampo","nombreEtiquetaCampo","catálogoCampo","colectorPrimario","siglasColectorPrimario","colectoresSecundarios","cantidadMuestras","tipoMuestra","sexo","etapaDesarrollo","actividadReproductiva","actividad","tipoPreparación","localización","otrosNúmerosCatálogo","obervacionesOrganismo","fotografías","autorFotografías","taxonesAsociados","tipoTejido","tejidoCajaCelda","TipoPreservaciónTejido","otroMaterialAsociado","horaColecta","añoColecta","mesColecta","díaColecta","hábitat","sitioColecta","observacionesColecta","país","estado","municipio","localidad","altitud","latitudGrados","latitudMinutos","latitudSegundos","longitudGrados","longitudMinutos","longitudSegundos","latitudDecimal","longitudDecimal","determinador","añoDeterminación","comentariosIdentificación","tipoNomenclatural","nombreCientífico","clase","familia","género","epítetoEspecífico","donador","correoElectrónicoContacto","fechaCatalogación","Subespecie","Subserie","Voucher (otro que MZFC)","Secuencia DNAmt","RADseq","EjemplarNoCatálogo","StatusID","Notas1","Notas2","TejCol_BUC","TejCaja_BUC","TejCelda_BUC"
"75",NA,NA,NA,"ANMO:5230","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Remanentes de Bosque tropical perennifolio. Los alrededores estaban deforestados","Sobre tronco caído",NA,"Guatemala","Petén","San Francisco","Entre La Libertad y San Francisco. Sobre carretera PET-11, a 10.7 km en línea recta hacia NE con dirección a San Francisco",187,NA,NA,NA,NA,NA,NA,16.81131,-90.02009,NA,NA,NA,NA,"Anolis rodriguezii","Reptilia","Dactyloidae","Anolis","rodriguezii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",NA,NA,NA,"ANMO:5231","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical caducifolio",NA,NA,"Guatemala","Petén","Sayaxché","Sobre carretera PET-11, aproximadamente a 6.5 km hacia el S de las Pozas. Desviándose sobre un camino de terracería del lado derecho de la carretera",173,NA,NA,NA,NA,NA,NA,16.2714,-90.18244,NA,NA,NA,NA,"Anolis lemurinus","Reptilia","Dactyloidae","Anolis","lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",NA,NA,NA,"ANMO:5232","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis lemurinus","Reptilia","Dactyloidae","Anolis","lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",NA,NA,NA,"ANMO:5233","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Anolis lemurinus","Reptilia","Dactyloidae","Anolis","lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",NA,NA,NA,"ANMO:5234","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Dentro de cueva, a 2 m de la entrada",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craugastor sp.","Amphibia","Craugastoridae","Craugastor","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",NA,NA,NA,"ANMO:5235","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Dentro de cueva, a 2 m de la entrada",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craugastor sp.","Amphibia","Craugastoridae","Craugastor","sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",NA,NA,NA,"ANMO:5236","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Dentro de cueva, a 2 m de la entrada",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craugastor xucanebi","Amphibia","Craugastoridae","Craugastor","xucanebi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",NA,NA,NA,"ANMO:5237","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Dentro de cueva, a 2 m de la entrada",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craugastor xucanebi","Amphibia","Craugastoridae","Craugastor","xucanebi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",NA,NA,NA,"ANMO:5238","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",10,"Bosque tropical perenifolio y cultivos de maíz","Dentro de cueva, a 2 m de la entrada en una grieta",NA,"Guatemala","Alta Verapaz","Caserío Sechinaml y Fray Bartolomé de las Casas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidophyma mayae","Reptilia","Xantusidae","Lepidophyma","mayae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",NA,NA,NA,"ANMO:5239","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Vegetación riparia de bosque tropical perenifolio y suelos de uso antropogénico","Cruzando el camino de terracería hacia un cultivo de maíz a la orilla del río",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Finca Canihor, a la orilla del río",185,NA,NA,NA,NA,NA,NA,15.57823,-89.89985,NA,NA,NA,NA,"Holcosus hartwegi","Reptilia","Teiidae","Holcosus","hartwegi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",NA,NA,NA,"ANMO:5240","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Canihor, 2 km al N de Finca Canihor",353,NA,NA,NA,NA,NA,NA,15.59171,-89.84769,NA,NA,NA,NA,"Anolis unilobatus","Reptilia","Dactyloidae","Anolis","unilobatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",NA,NA,NA,"ANMO:5241","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Canihor, 1 km al N de la Finca Canihor",276,NA,NA,NA,NA,NA,NA,15.58895,-89.84666,NA,NA,NA,NA,"Anolis rodriguezii","Reptilia","Dactyloidae","Anolis","rodriguezii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",NA,NA,NA,"ANMO:5242","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Río Canihor",183,NA,NA,NA,NA,NA,NA,15.5847,-89.84616,NA,NA,NA,NA,"Anolis lemurinus","Reptilia","Dactyloidae","Anolis","lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",NA,NA,NA,"ANMO:5243","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Río Canihor",183,NA,NA,NA,NA,NA,NA,15.5847,-89.84616,NA,NA,NA,NA,"Anolis lemurinus","Reptilia","Dactyloidae","Anolis","lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",NA,NA,NA,"ANMO:5244","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque de pino","Entre hojarasca",NA,"Guatemala","Alta Verapaz","Chiacam","3.3 km en línea recta antes de Chiacam. Camino de terracería que se separa de la carretera principal RN-5",1297,NA,NA,NA,NA,NA,NA,15.5631,-90.09695,NA,NA,NA,NA,"Scincella cherriei","Reptilia","Scincidae","Scincella","cherriei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",NA,NA,NA,"ANMO:5245","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Muerta","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Muerta a la orilla de la carretera",NA,"Guatemala","Alta Verapaz","Tactic","Sobre carretera hacia Purulá",1437,NA,NA,NA,NA,NA,NA,15.34323,-90.4213,NA,NA,NA,NA,"Ninia sebae","Reptilia","Dipsadidae","Ninia","sebae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",NA,NA,NA,"ANMO:5246","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Perchando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Sobre rama, perchando",NA,"Guatemala","Alta Verapaz","Tactic","Sobre carretera hacia Purulá",1407,NA,NA,NA,NA,NA,NA,15.34625,-90.42299,NA,NA,NA,NA,"Anolis unilobatus (?)","Reptilia","Dactyloidae","Anolis","unilobatus (?)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",NA,NA,NA,"ANMO:5247","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Perchando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Sobre rama, perchando",NA,"Guatemala","Alta Verapaz","Tactic","Sobre carretera hacia Purulá",1407,NA,NA,NA,NA,NA,NA,15.34625,-90.42299,NA,NA,NA,NA,"Anolis petersi","Reptilia","Dactyloidae","Anolis","petersi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",NA,NA,NA,"ANMO:5248","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Entre hojarasca",NA,"Guatemala","Baja Verapaz","Santa María Cahabón","Finca San Francisco",1297,NA,NA,NA,NA,NA,NA,15.5631,-90.09695,NA,NA,NA,NA,"Scincella","Reptilia","Scincidae","Scincella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",NA,NA,NA,"ANMO:5249","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Entre hojarasca",NA,"Guatemala","Baja Verapaz","Purulá","Hotel Posada Montaña del Quetzal",1640,NA,NA,NA,NA,NA,NA,15.196,-90.2072,NA,NA,NA,NA,"Scincella","Reptilia","Scincidae","Scincella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",NA,NA,NA,"ANMO:5250","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Entre hojarasca",NA,"Guatemala","Baja Verapaz","Purulá","Hotel Posada Montaña del Quetzal",1640,NA,NA,NA,NA,NA,NA,15.196,-90.2072,NA,NA,NA,NA,"Scincella","Reptilia","Scincidae","Scincella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",NA,NA,NA,"ANMO:5251","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Perchando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",12,"Bosque de pino","Sobre rama, perchando",NA,"Guatemala","Baja Verapaz","Purulá","Hotel Posada Montaña del Quetzal",1640,NA,NA,NA,NA,NA,NA,15.196,-90.2072,NA,NA,NA,NA,"Anolis","Reptilia","Dactyloidae","Anolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",NA,NA,NA,"ANMO:5252","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Canihor, 1 km al N de la Finca Canihor",276,NA,NA,NA,NA,NA,NA,15.58895,-89.84666,NA,NA,NA,NA,"Anolis (?)","Reptilia","Dactyloidae","Anolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",NA,NA,NA,"ANMO:5253","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Río Canihor",183,NA,NA,NA,NA,NA,NA,15.5847,-89.84616,NA,NA,NA,NA,"Anolis (?)","Reptilia","Dactyloidae","Anolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",NA,NA,NA,"ANMO:5254","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",11,"Bosque tropical perenifolio con presencia de algunos pinos","Sobre hojarasca",NA,"Guatemala","Alta Verapaz","Santa María Cahabón","Río Canihor",183,NA,NA,NA,NA,NA,NA,15.5847,-89.84616,NA,NA,NA,NA,"Anolis (?)","Reptilia","Dactyloidae","Anolis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,NA,NA,"ANMO:5255","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia de selva seca",NA,NA,"Guatemala","Progreso","El Progreso","Sobre río Motagua. 5.2 km al NE de San Cristóbal Acasaguastlán",306,NA,NA,NA,NA,NA,NA,14.94383,-89.82429,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,NA,NA,"ANMO:5256","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia de selva seca",NA,NA,"Guatemala","Progreso","El Progreso","Sobre río Motagua. 5.2 km al NE de San Cristóbal Acasaguastlán",306,NA,NA,NA,NA,NA,NA,14.94383,-89.82429,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,NA,NA,"ANMO:5257","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia con potreros a los costados","Sobre suelo",NA,"Guatemala","Progreso","Morazán","Gallegos",374,NA,NA,NA,NA,NA,NA,14.91722,-90.14998,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,NA,NA,"ANMO:5258","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia con potreros a los costados","Sobre suelo",NA,"Guatemala","Progreso","Morazán","Gallegos",374,NA,NA,NA,NA,NA,NA,14.91722,-90.14998,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,NA,NA,"ANMO:5259","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia con potreros a los costados","Sobre suelo, apareándose",NA,"Guatemala","Progreso","Morazán","Gallegos",374,NA,NA,NA,NA,NA,NA,14.91722,-90.14998,NA,NA,NA,NA,"Holcosus parvus","Reptilia","Teiidae","Holcosus","parvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,NA,NA,"ANMO:5260","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia con potreros a los costados","Sobre suelo, apareándose",NA,"Guatemala","Progreso","Morazán","Gallegos",374,NA,NA,NA,NA,NA,NA,14.91722,-90.14998,NA,NA,NA,NA,"Holcosus parvus","Reptilia","Teiidae","Holcosus","parvus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,NA,NA,"ANMO:5261","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",13,"Vegetación riparia de selva seca","Sobre nopal, subiendo",NA,"Guatemala","Progreso","El Progreso","Sobre río Motagua. 5.2 km al NE de San Cristóbal Acasaguastlán",306,NA,NA,NA,NA,NA,NA,14.94383,-89.82429,NA,NA,NA,NA,"Leptophis mexicanus","Reptilia","Colubridae","Leptophis","mexicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,NA,NA,"ANMO:5262","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Cola",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Cola",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,NA,NA,"ANMO:5263","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,NA,NA,"ANMO:5264","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",14,"Bosque tropical caducifolio","Sobre suelo",NA,"Guatemala","Progreso","El Jícaro","Cerca de El Jícaro",NA,NA,NA,NA,NA,NA,NA,14.9091,-89.8189,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
