"","identificadorUnico","siglasColecciónMZFC","númeroCatálogoMZFC","etiquetaCampo","nombreEtiquetaCampo","catálogoCampo","colectorPrimario","siglasColectorPrimario","colectoresSecundarios","cantidadMuestras","tipoMuestra","sexo","etapaDesarrollo","actividadReproductiva","actividad","tipoPreparación","localización","otrosNúmerosCatálogo","obervacionesOrganismo","fotografías","autorFotografías","taxonesAsociados","tipoTejido","tejidoCajaCelda","TipoPreservaciónTejido","otroMaterialAsociado","horaColecta","añoColecta","mesColecta","díaColecta","hábitat","sitioColecta","observacionesColecta","país","estado","municipio","localidad","altitud","latitudGrados","latitudMinutos","latitudSegundos","longitudGrados","longitudMinutos","longitudSegundos","latitudDecimal","longitudDecimal","determinador","añoDeterminación","comentariosIdentificación","tipoNomenclatural","nombreCientífico","clase","familia","género","epítetoEspecífico","donador","correoElectrónicoContacto","fechaCatalogación","Subespecie","Subserie","Voucher (otro que MZFC)","Secuencia DNAmt","RADseq","EjemplarNoCatálogo","StatusID","Notas1","Notas2","TejCol_BUC","TejCaja_BUC","TejCelda_BUC"
"1",NA,NA,NA,"ANMO:5156","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Selva baja caducifolia","Sobre suelo",NA,"México","Chiapas","Mazatán","Barra de San Simón",0,NA,NA,NA,NA,NA,NA,14.793,-92.50207,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",NA,NA,NA,"ANMO:5157","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Selva baja caducifolia","Sobre suelo",NA,"México","Chiapas","Mazatán","Barra de San Simón",0,NA,NA,NA,NA,NA,NA,14.793,-92.50207,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",NA,NA,NA,"ANMO:5158","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Activo","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre tronco de cafetal",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Anolis unilobatus","Reptilia","Dactyloidae","Anolis","unilobatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,NA,"ANMO:5159","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activo","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Anolis dolphosianus","Reptilia","Dactyloidae","Anolis","dolphosianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,NA,"ANMO:5160","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activo","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Anolis dolphosianus","Reptilia","Dactyloidae","Anolis","dolphosianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,NA,"ANMO:5161","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activo","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Anolis dolphosianus","Reptilia","Dactyloidae","Anolis","dolphosianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,NA,"ANMO:5162","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Desplazándose","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Incilius canaliferus","Amphibia","Bufonidae","Incilius","canalliferus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",NA,NA,NA,"ANMO:5163","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Desplazándose","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Incilius canaliferus","Amphibia","Bufonidae","Incilius","canalliferus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",NA,NA,NA,"ANMO:5164","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Craugastor rhodopis","Amphibia","Craugastoridae","Craugastor","loki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,NA,"ANMO:5165","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Craugastor rhodopis","Amphibia","Craugastoridae","Craugastor","loki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,NA,NA,"ANMO:5166","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Craugastor berkenbuschi","Amphibia","Craugastoridae","Craugastor","berkenbuschi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,NA,NA,"ANMO:5167","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Macho",NA,NA,"Inactiva","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Sobre hojarasca",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Ninia sebae","Reptilia","Dipsadidae","Ninia","sebae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,NA,NA,"ANMO:5168","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Inactiva","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Cafetal y selva baja subcaducifolia","Entre corteza de árbol",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Lepidophyma smithi","Reptilia","Xantusidae","Lepidophyma","smithi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,NA,"ANMO:5169","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Inactiva","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",4,"Selva baja subcaducifolia","Bajo tronco",NA,"México","Chiapas","Tapachula","Aproximadamente a 19.5 km al Norte de Tapachula, en Finca San Andrés",580,NA,NA,NA,NA,NA,NA,15.06519,-92.23459,NA,NA,NA,NA,"Bolitoglossa occidentalis","Amphibia","Plethodontidae","Bolitoglossa","occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,NA,"ANMO:5170","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,NA,NA,"ANMO:5171","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,NA,NA,"ANMO:5172","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,NA,NA,"ANMO:5173","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,NA,NA,"ANMO:5174","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,NA,NA,"ANMO:5175","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21",NA,NA,NA,"ANMO:5176","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",NA,NA,NA,"ANMO:5177","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23",NA,NA,NA,"ANMO:5178","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24",NA,NA,NA,"ANMO:5179","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25",NA,NA,NA,"ANMO:5180","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Aspidoscelis deppeii","Reptilia","Teiidae","Aspidoscelis","deppeii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26",NA,NA,NA,"ANMO:5181","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Muerta sobre carretera","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre carretera",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",264,NA,NA,NA,NA,NA,NA,14.91847,-89.81357,NA,NA,NA,NA,"Leptophis mexicanus","Reptilia","Colubridae","Leptophis","mexicanus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27",NA,NA,NA,"ANMO:5182","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Inactiva","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Debajo de tronco",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Marisora lineola","Reptilia","Scincidae","Marisora","lineola",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28",NA,NA,NA,"ANMO:5183","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Inactivo","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Debajo de roca",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Hemidactylus frenatus","Reptilia","Geckonidae","Hemidactylus","frenatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29",NA,NA,NA,"ANMO:5184","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Inactivo","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Debajo de roca",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Indotyphlops braminus","Reptilia","Typhlopoidae","Indotyphlops","braaminus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30",NA,NA,NA,"ANMO:5185","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Entre ramas en el suelo",NA,"Guatemala","Zacapa","Cabañas","Al suroeste de Cabañas, sobre carretera de terracería",239,NA,NA,NA,NA,NA,NA,14.92808,-89.79513,NA,NA,NA,NA,"Sceloporus siniferus","Reptilia","Phrynosomatidae","Sceloporus","siniferus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31",NA,NA,NA,"ANMO:5186","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32",NA,NA,NA,"ANMO:5187","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",6,"Selva baja caducifolia","Sobre suelo",NA,"Guatemala","Zacapa","Cabañas","Sobre río El Tambor",283,NA,NA,NA,NA,NA,NA,14.908739,-89.816189,NA,NA,NA,NA,"Aspidoscelis motague","Reptilia","Teiidae","Aspidoscelis","motaguae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33",NA,NA,NA,"ANMO:5188","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",7,"Plantación de caucho","Sobre hojarasca",NA,"Guatemala","Izabal","Buenos Aires","2 km al norte de Buenos Aires, sobre un camino paralelo a la carretera",55,NA,NA,NA,NA,NA,NA,15.596306,88.929333,NA,NA,NA,NA,"Holcosus hartwegi","Reptilia","Teiidae","Holcosus","hartwegi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34",NA,NA,NA,"ANMO:5189","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo",NA,NA,NA,"Forrajeando","Alcohol 85%",NA,NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",7,"Plantación de caucho","Sobre hojarasca",NA,"Guatemala","Izabal","Buenos Aires","2 km al norte de Buenos Aires, sobre un camino paralelo a la carretera",55,NA,NA,NA,NA,NA,NA,15.596306,88.929333,NA,NA,NA,NA,"Holcosus hartwegi","Reptilia","Teiidae","Holcosus","hartwegi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35",NA,NA,NA,"ANMO:5190","Adrián Nieto Montes de Oca",NA,"Adrián Nieto Montes de Oca","ANMO","MMS, UOGV, AGV, Anthony Barley, Robert Thomson",NA,"Organismo completo","Hembra",NA,NA,"Activa","Alcohol 85%","Universidad del Valle de Guatemala (UVG)",NA,NA,NA,NA,NA,"Hígado",NA,"Alcohol absoluto",NA,NA,2023,"Junio",7,"Plantación de caucho","Sobre tronco",NA,"Guatemala","Izabal","Buenos Aires","2 km al norte de Buenos Aires, sobre un camino paralelo a la carretera",55,NA,NA,NA,NA,NA,NA,15.596306,88.929333,NA,NA,NA,NA,"Anolis lemurinus","Reptilia","Dactyloidae","Anolis","lemurinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
