"","COLECTION NUMBER","CLASS","FAMILY","GENUS","SPECIES","SUSPECIES","IDENTIFIER","IDENTIF. YEAR","COUNTRY","STATE","MUNICIPALITY","LOCALITY","LATITUDE (DEGREES)","LATITUDE (MINUTES)","LATITUDE (SECONDS)","LONGITUDE (DEGREES)","LONGITUD (MINUTES)","LONGITUD (SECONDS)","COLLECTOR","COLLECTOR ACRONYM","COLLECTOR NUMBER","COLLECTION TIME","COLLECTION DAY","COLLECTION MONTH","COLLECTION YEAR","SEX","AGE","VEGETATION","COLLECTION SITE","ALTITUDE","ADITIONAL INFORMATION","SAMPLE PREPARAYION","TISSUE","LATITUDE","LONGITUDE"
"1",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps","angusticeps","Norma L. Manríquez Morán",2012,"México","Campeche","Escárcega","Haro","18","31","35.5",90,47,"23.5","Norma L. Manríquez Morán","NLMM","460","0.40972222222222227",24,"July",2012,"Female","Adult","Rainforest/crop","Ground",72,NA,"70% Ethanol","YES",18.5265277777778,-90.7898611111111
"2",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps","angusticeps","Norma L. Manríquez Morán",2012,"México","Campeche","Escárcega","División del Norte","18","31","40.6",90,45,"34.5","Norma L. Manríquez Morán","NLMM","471","0.51458333333333328",25,"July",2012,"Female","Adult","Rainforest","Ground",103,NA,"70% Ethanol","YES",18.5279444444444,-90.7595833333333
"3",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps","angusticeps","Norma L. Manríquez Morán",2012,"México","Campeche","Escárcega","División del Norte","18","31","42.2",90,45,"33.1","Norma L. Manríquez Morán","NLMM","472","0.51458333333333328",25,"July",2012,"Male","Adult","Rainforest","Ground",101,NA,"70% Ethanol","YES",18.5283888888889,-90.7591944444444
"4",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps","angusticeps","Norma L. Manríquez Morán",2012,"México","Campeche","Escárcega","División del Norte","18","31","41.7",90,45,"36","Norma L. Manríquez Morán","NLMM","469","0.38680555555555557",26,"July",2012,"Male","Adult","Rainforest","Ground",101,NA,"70% Ethanol","YES",18.52825,-90.76
"5",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps","angusticeps","Norma L. Manríquez Morán",2012,"México","Campeche","Escárcega","División del Norte","18","31","11.6",90,45,"45.8","Norma L. Manríquez Morán","NLMM","473","0.61249999999999993",26,"July",2012,"Male","Adult","Rainforest","Ground",107,NA,"70% Ethanol","YES",18.5198888888889,-90.7627222222222
"6",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps","angusticeps","Norma L. Manríquez Morán",2012,"México","Campeche","Escárcega","Rancho Casados","18","36","1.1000000000000001",90,42,"6.1","Norma L. Manríquez Morán","NLMM","480","0.48194444444444445",27,"July",2012,NA,"Young","Rainforest","Ground",93,NA,"70% Ethanol","YES",18.6003055555556,-90.7016944444444
"7",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Constitución","18","37","28",90,7,"50","Anahi Esquivel Ramírez","AER","12","0.40763888888888888",28,"May",2011,NA,NA,"Rainforest (modified)",NA,92,NA,"70% Ethanol","YES",18.6244444444444,-90.1305555555555
"8",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Constitución","18","37","28",90,7,"50","Anahi Esquivel Ramírez","AER","20","0.5541666666666667",30,"May",2011,NA,NA,"Rainforest (modified)",NA,92,NA,"70% Ethanol","YES",18.6244444444444,-90.1305555555555
"9",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Constitución","18","37","28",90,7,"50","Anahi Esquivel Ramírez","AER","22","0.44930555555555557",1,"June",2011,NA,NA,"Rainforest (modified)",NA,92,NA,"70% Ethanol","YES",18.6244444444444,-90.1305555555555
"10",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Xpujil","18","30","31.9",89,23,"53.4","Anahi Esquivel Ramírez","AER","40","0.59027777777777779",3,"September",2011,NA,NA,"Rainforest (modified)",NA,269,NA,"70% Ethanol","YES",18.5088611111111,-89.3981666666667
"11",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Xpujil","18","30","31.6",89,23,"53.3","Francisco T. Quezada Quezada","FTQQ","7","0.51874999999999993",4,"September",2011,NA,NA,"Rainforest (modified)",NA,258,NA,"70% Ethanol","YES",18.5087777777778,-89.3981388888889
"12",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Xpujil","18","30","30.2",89,23,"58.9","Anahi Esquivel Ramírez","AER","42","0.45624999999999999",5,"September",2011,NA,NA,"Rainforest (modified)",NA,263,NA,"70% Ethanol","YES",18.5083888888889,-89.3996944444444
"13",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Xpujil","18","30","30.9",89,23,"58.9","Anahi Esquivel Ramírez","AER","43","0.59722222222222221",5,"September",2011,NA,NA,"Rainforest (modified)",NA,263,NA,"70% Ethanol","YES",18.5085833333333,-89.3996944444444
"14",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Xpujil","18","30","30.9",89,23,"58.9","Anahí Esquivel Ramírez","AER","44","0.61111111111111105",5,"September",2011,NA,"Young","Rainforest",NA,269,NA,"70% Ethanol","YES",18.5085833333333,-89.3996944444444
"15",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Calakmul","Xpujil","18","30","30.9",89,23,"58.9","Anahi Esquivel Ramírez","AER","45","0.63541666666666663",5,"September",2011,NA,NA,"Rainforest (modified)",NA,263,NA,"70% Ethanol","YES",18.5085833333333,-89.3996944444444
"16",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2009,"México","Campeche","Campeche","Hampolol","19","54","58.2",90,22,"35","Norma L. Manríquez Morán","NLMM","380","11:07 h",20,"March",2009,NA,NA,"Rainforest","Ground",3,NA,"70% Ethanol","YES",19.9161666666667,-90.3763888888889
"17",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2009,"México","Campeche","Campeche","Hampolol","19","54","58.2",90,22,"35","Norma L. Manríquez Morán","NLMM","381","11:35 h",20,"March",2009,NA,NA,"Rainforest","Ground",3,NA,"70% Ethanol","YES",19.9161666666667,-90.3763888888889
"18",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2009,"México","Campeche","Campeche","Hampolol","19","54","58.2",90,22,"35","Norma L. Manríquez Morán","NLMM","382","12:22 h",20,"March",2009,NA,NA,"Rainforest","Ground",3,NA,"70% Ethanol","YES",19.9161666666667,-90.3763888888889
"19",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Carmen","Chekubul","18","49","13",91,0,"33","Anahi Esquivel Ramírez","AER","10","0.5625",28,"May",2011,NA,NA,"Rainforest (modified)",NA,29,NA,"70% Ethanol","YES",18.8202777777778,-91.0091666666667
"20",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Carmen","Chekubul","18","49","13",91,0,"33","Anahi Esquivel Ramírez","AER","17","0.39583333333333331",29,"May",2011,NA,NA,"Rainforest (modified)",NA,29,NA,"70% Ethanol","YES",18.8202777777778,-91.0091666666667
"21",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Francisco T. Quezada Quezada","FTQQ","5","0.51597222222222217",1,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"22",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Francisco T. Quezada Quezada","FTQQ","6","0.55555555555555558",1,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"23",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Anahi Esquivel Ramírez","AER","30","0.58333333333333337",1,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"24",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Anahi Esquivel Ramírez","AER","31","0.63194444444444442",1,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"25",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Anahi Esquivel Ramírez","AER","32","0.64583333333333337",1,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"26",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Anahi Esquivel Ramírez","AER","34","0.56736111111111109",2,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"27",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Anahi Esquivel Ramírez","AER","35","0.57777777777777783",2,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"28",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","División del Norte","18","31","57.7",90,45,"45.3","Anahi Esquivel Ramírez","AER","36","0.67361111111111116",2,"September",2011,NA,NA,"Rainforest (modified)",NA,105,NA,"70% Ethanol","YES",18.5326944444444,-90.7625833333333
"29",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Don Samuel","18","21","47",90,51,"9","Anahi Esquivel Ramírez","AER","8","0.52083333333333337",26,"May",2011,NA,NA,"Rainforest (modified)",NA,88,NA,"70% Ethanol","YES",18.3630555555556,-90.8525
"30",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Don Samuel","18","21","47",90,51,"9","Anahi Esquivel Ramírez","AER","14","0.50416666666666665",26,"May",2011,NA,NA,"Rainforest (modified)",NA,88,NA,"70% Ethanol","YES",18.3630555555556,-90.8525
"31",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Don Samuel","18","21","47",90,51,"9","Anahi Esquivel Ramírez","AER","16","0.625",26,"May",2011,NA,NA,"Rainforest (modified)",NA,88,NA,"70% Ethanol","YES",18.3630555555556,-90.8525
"32",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Anahi Esquivel Ramírez","AER","9","0.63541666666666663",27,"May",2011,NA,NA,"Rainforest (modified)","Ground",110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"33",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Anahi Esquivel Ramírez","AER","11","0.64722222222222225",28,"May",2011,NA,NA,"Rainforest (modified)","Ground",110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"34",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Anahi Esquivel Ramírez","AER","18","0.70833333333333337",28,"May",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"35",NA,"Reptil","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Anahí Esquivel Ramírez","AER","21","0.44097222222222227",28,"May",2011,"Male",NA,"Rainforest","Ground",110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"36",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Francisco T. Quezada Quezada","FTQQ","1","0.58611111111111114",30,"August",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"37",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Anahi Esquivel Ramírez","AER","25","0.71875",30,"August",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"38",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Francisco T. Quezada Quezada","FTQQ","2","0.5",31,"August",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"39",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Francisco T. Quezada Quezada","FTQQ","3","0.51041666666666663",31,"August",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"40",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Francisco T. Quezada Quezada","FTQQ","4","0.70833333333333337",31,"August",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"41",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahí Esquivel Ramírez",2011,"México","Campeche","Escárcega","Escárcega","18","37","10",90,44,"98","Anahi Esquivel Ramírez","AER","28","0.63194444444444442",31,"August",2011,NA,NA,"Rainforest (modified)",NA,110,NA,"70% Ethanol","YES",18.6194444444444,-90.7605555555556
"42",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Campeche","Hopelchén","Las ruinas","19","46","12.1",89,52,"30.3","Saúl F. Domínguez Guerrero","SFDG","114","0.48958333333333331",18,"June",2010,"Female",NA,"Tropical forest","Ground",68,NA,"70% Ethanol","YES",19.7700277777778,-89.8750833333333
"43",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Campeche","Hopelchén","Las ruinas","19","46","9.4",89,52,"27.7","Saúl F. Domínguez Guerrero","SFDG","115","0.55555555555555558",18,"June",2010,"Female",NA,"Tropical forest","Under bush",65,NA,"70% Ethanol","YES",19.7692777777778,-89.8743611111111
"44",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Campeche","Hopelchén","Las ruinas","19","46","8.9",89,52,"27.9","Saúl F. Domínguez Guerrero","SFDG","116","0.56597222222222221",18,"June",2010,"Male",NA,"Tropical forest","Under bush",66,NA,"70% Ethanol","YES",19.7691388888889,-89.8744166666667
"45",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2009,"México","Hidalgo","Tasquillo","Ojo de Agua","20","33.747",NA,99,20.615,NA,"Norma L. Manríquez Morán","NLMM","568",NA,23,"March",2009,NA,NA,"Xerophytic scrub","Under rock",1690,NA,"70% Ethanol","YES",20.56245,-99.3435833333333
"46",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",1999,"México","Quintana Roo","Bacalar","Bacalar","18","40","37.590000000000003",88,23,"20.91","Norma L. Manríquez Morán","NLMM","131",NA,13,"July",1999,NA,NA,"Rainforest","Among bushes",12,NA,"70% Ethanol",NA,18.6771083333333,-88.3891416666667
"47",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Bacalar","Bacalar","18","41","24.4",88,24,"10.1","Saúl F. Domínguez Guerrero","SFDG","162","0.47569444444444442",4,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",28,NA,"70% Ethanol","YES",18.6901111111111,-88.4028055555556
"48",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Bacalar","Bacalar","18","41","41.4",88,24,"24.4","Saúl F. Domínguez Guerrero","SFDG","163","0.52361111111111114",4,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",23,NA,"70% Ethanol","YES",18.6948333333333,-88.4067777777778
"49",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Bacalar","Bacalar","18","41","38.5",88,24,"27.1","Saúl F. Domínguez Guerrero","SFDG","164","4.5833333333333337E-2",5,"September",2010,NA,NA,"Rainforesttropical perenne","Ground",23,NA,"70% Ethanol","YES",18.6940277777778,-88.4075277777778
"50",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Bacalar","Bacalar","18","41","41.4",88,24,"30.3","Saúl F. Domínguez Guerrero","SFDG","165","9.7222222222222224E-2",5,"September",2010,NA,NA,"Rainforesttropical perenne","Ground",23,NA,"70% Ethanol","YES",18.6948333333333,-88.4084166666667
"51",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahi Esquvel Ramírez",2010,"México","Quintana Roo","Bacalar","Bacalar","18","41","38.5",88,24,"27.1","Anahí Esquivel Ramírez","AER","1b","0.52986111111111112",5,"September",2010,NA,NA,"Rainforesttropical caducifolia","Under rock",23,NA,"70% Ethanol","YES",18.6940277777778,-88.4075277777778
"52",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahi Esquvel Ramírez",2010,"México","Quintana Roo","Bacalar","Bacalar","18","41","38.5",88,24,"27.1","Anahí Esquivel Ramírez","AER","2","0.5395833333333333",5,"September",2010,NA,NA,"Rainforesttropical caducifolia","Among bushes",23,NA,"70% Ethanol","YES",18.6940277777778,-88.4075277777778
"53",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","24",88,1,"15.6","Saúl F. Domínguez Guerrero","SFDG","166","0.50694444444444442",6,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",20,NA,"70% Ethanol","YES",19.59,-88.021
"54",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahi Esquvel Ramírez",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","15.8",88,1,"27.4","Anahí Esquivel Ramírez","AER","3","0.49652777777777773",6,"September",2010,NA,NA,"Zona de cultivo","Under rock",17,NA,"70% Ethanol","YES",19.5877222222222,-88.0242777777778
"55",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","9.6999999999999993",88,1,"37.299999999999997","Saúl F. Domínguez Guerrero","SFDG","167","0.44791666666666669",7,"September",2010,NA,NA,"Rainforesttropical perenne","Ground",19,NA,"70% Ethanol","YES",19.5860277777778,-88.0270277777778
"56",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","9.6999999999999993",88,1,"37.299999999999997","Saúl F. Domínguez Guerrero","SFDG","168","0.47152777777777777",7,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",19,NA,"70% Ethanol","YES",19.5860277777778,-88.0270277777778
"57",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","10.5",88,1,"36.4","Saúl F. Domínguez Guerrero","SFDG","169","0.4826388888888889",7,"September",2010,"Male",NA,"Rainforesttropical perenne","Ground",20,NA,"70% Ethanol","YES",19.58625,-88.0267777777778
"58",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","10.5",88,1,"36.4","Saúl F. Domínguez Guerrero","SFDG","170","0.49305555555555558",7,"September",2010,NA,NA,"Rainforesttropical perenne","Ground",20,NA,"70% Ethanol","YES",19.58625,-88.0267777777778
"59",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","23.8",88,1,"16.7","Saúl F. Domínguez Guerrero","SFDG","171","0.55000000000000004",7,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",20,NA,"70% Ethanol",NA,19.5899444444444,-88.0213055555556
"60",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","9.6999999999999993",88,1,"37.299999999999997","Saúl F. Domínguez Guerrero","SFDG","172","0.65277777777777779",7,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",20,NA,"70% Ethanol","YES",19.5860277777778,-88.0270277777778
"61",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahi Esquvel Ramírez",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Felipe Carrillo Puerto","19","35","11",88,1,"54.2","Anahí Esquivel Ramírez","AER","4","0.63194444444444442",7,"September",2010,NA,NA,"Zona de cultivo","Ground",20,NA,"70% Ethanol","YES",19.5863888888889,-88.0317222222222
"62",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Polyuc","19","36","42",88,33,"52.7","Saúl F. Domínguez Guerrero","SFDG","173","0.42499999999999999",8,"September",2010,NA,NA,"Rainforesttropical perenne","Ground",25,NA,"70% Ethanol","YES",19.6116666666667,-88.5646388888889
"63",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Polyuc","19","36","41.9",88,33,"50.7","Saúl F. Domínguez Guerrero","SFDG","175","0.55833333333333335",8,"September",2010,"Female",NA,"Rainforesttropical perenne","Ground",36,NA,"70% Ethanol","YES",19.6116388888889,-88.5640833333333
"64",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahi Esquvel Ramírez",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Polyuc","19","36","29.7",88,33,"38.1","Anahí Esquivel Ramírez","AER","5","0.52500000000000002",8,"September",2010,NA,NA,"Rainforesttropical caducifolia","Ground",38,NA,"70% Ethanol","YES",19.60825,-88.5605833333333
"65",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Anahi Esquvel Ramírez",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Polyuc","19","36","42.1",88,35,"52.3","Anahí Esquivel Ramírez","AER","6","0.5625",8,"September",2010,NA,NA,"Rainforesttropical caducifolia","Under rock",32,NA,"70% Ethanol","YES",19.6116944444444,-88.5978611111111
"66",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Tihosuco","20","11","19",88,22,"28","Saúl F. Domínguez Guerrero","SFDG","177","0.61319444444444449",10,"September",2010,NA,NA,"Rainforesttropical perenne","Under rock",31,NA,"70% Ethanol","YES",20.1886111111111,-88.3744444444444
"67",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Felipe Carrillo Puerto","Tihosuco","20","11","19.2",88,22,"30","Saúl F. Domínguez Guerrero","SFDG","178","0.64166666666666672",10,"September",2010,NA,NA,"Rainforesttropical perenne","Ground",38,NA,"70% Ethanol","YES",20.1886666666667,-88.375
"68",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Saúl F. Domínguez Guerrero",2010,"México","Quintana Roo","Lázaro Cárdenas","El Ideal","20","52","48.1",87,32,"46.1","Leonardo D. Orozco Rodríguez","LDOR","57","0.71875",25,"June",2010,"Female",NA,"Rainforest","Ground",27,NA,"70% Ethanol","YES",20.8800277777778,-87.5461388888889
"69",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2000,"México","Quintana Roo","Othón P. Blanco","Carr. Chetumal-Bacalar","18","31","14.5",88,22,"5.0999999999999996","Norma L. Manríquez Morán","NLMM","203",NA,12,"July",2000,NA,"Adult","Rainforest","Ground",19,NA,"70% Ethanol","YES",18.5206944444444,-88.3680833333333
"70",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2009,"México","Quintana Roo","Othón P. Blanco","Carr. Chetumal-Bacalar","18","31","39.4",88,22,"42.8","Norma L. Manríquez Morán","NLMM","384","10:32 h",23,"March",2009,NA,NA,"Rainforest","Ground",20,NA,"70% Ethanol","YES",18.5276111111111,-88.3785555555556
"71",NA,"Sauropsida","Teiidae","Aspidoscelis","angusticeps",NA,"Norma L. Manríquez Morán",2009,"México","Quintana Roo","Othón P. Blanco","Carr. Chetumal-Bacalar","18","31","39.4",88,22,"42.8","Norma L. Manríquez Morán","NLMM","385","10:48 h",23,"March",2009,NA,NA,"Rainforest","Ground",20,NA,"70% Ethanol","YES",18.5276111111111,-88.3785555555556
