"","COLECTION NUMBER","CLASS","FAMILY","GENUS","SPECIES","SUSPECIES","IDENTIFIER","IDENTIF. YEAR","COUNTRY","STATE","MUNICIPALITY","LOCALITY","LATITUDE (DEGREES)","LATITUDE (MINUTES)","LATITUDE (SECONDS)","LONGITUDE (DEGREES)","LONGITUD (MINUTES)","LONGITUD (SECONDS)","COLLECTOR","COLLECTOR ACRONYM","COLLECTOR NUMBER","COLLECTION TIME","COLLECTION DAY","COLLECTION MONTH","COLLECTION YEAR","SEX","AGE","VEGETATION","COLLECTION SITE","ALTITUDE","ADITIONAL INFORMATION","SAMPLE PREPARAYION","TISSUE","LATITUDE","LONGITUDE"
"322",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2013,"México","Guanajuato","Valle de Santiago","Jerónimo de Araceo","20","20","7.62",101,11,"17","Carlos Pérez Almazán","CPA","49",NA,16,"July",2013,NA,NA,NA,NA,1950,NA,"70% Ethanol","YES",20.33545,-101.188055555556
"323",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2013,"México","Guanajuato","Valle de Santiago","Jerónimo de Araceo","20","20","7.62",101,11,"17","Carlos Pérez Almazán","CPA","50",NA,16,"July",2013,NA,NA,NA,NA,1950,NA,"70% Ethanol","YES",20.33545,-101.188055555556
"324",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2013,"México","Guanajuato","Valle de Santiago","Jerónimo de Araceo","20","20","7.62",101,11,"17","Carlos Pérez Almazán","CPA","51",NA,16,"July",2013,NA,NA,NA,NA,1950,NA,"70% Ethanol","YES",20.33545,-101.188055555556
"325",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2013,"México","Guanajuato","Valle de Santiago","Jerónimo de Araceo","20","20","7.62",101,11,"17","Carlos Pérez Almazán","CPA","52",NA,16,"July",2013,NA,NA,NA,NA,1950,NA,"70% Ethanol","YES",20.33545,-101.188055555556
"326",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2013,"México","Guanajuato","Valle de Santiago","Jerónimo de Araceo","20","20","7.62",101,11,"17","Carlos Pérez Almazán","CPA","53",NA,16,"July",2013,NA,NA,NA,NA,1950,NA,"70% Ethanol","YES",20.33545,-101.188055555556
"327",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2009,"México","Hidalgo","Ajacuba","Tulancalco","20","9","28",98,53,"37.5","Jorge E. González Espinoza","JEGE","1","12:20 h",12,"December",2009,NA,NA,"Xerophytic scrub","Ground",2238,NA,"70% Ethanol",NA,20.1577777777778,-98.89375
"328",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2009,"México","Hidalgo","Ajacuba","Tulancalco","20","9","28",98,53,"37.5","Victor Vite Silva","VDVS","119","13:02 h",12,"December",2009,NA,NA,"Xerophytic scrub","Ground",2238,NA,"70% Ethanol",NA,20.1577777777778,-98.89375
"329",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Juan C. Hernández Zenil Zenil",2011,"México","Hidalgo","Cardonal","Grutas de Tolantongo","20","38","57.8",98,59,"41.7","Juan C. Hernández Zenil Zenil","JCHZ","49","0.55902777777777779",19,"February",2011,NA,NA,"Cultivo","Entre plantas de cultivo",1265,NA,"70% Ethanol","YES",20.6493888888889,-98.9949166666667
"330",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitán","San Juan Amajac","20","42","40",98,56,"50","Leonardo D. Orozco Rodríguez","LDOR","32","0.50694444444444442",7,"May",2010,NA,NA,"Xerophytic scrub","Ground",910,NA,"70% Ethanol","YES",20.7111111111111,-98.9472222222222
"331",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitán","San Juan Amajac","20","43","40",98,56,"51.8","Leonardo D. Orozco Rodríguez","LDOR","33","0.55902777777777779",7,"May",2010,NA,NA,"Xerophytic scrub","Ground",911,NA,"70% Ethanol","YES",20.7277777777778,-98.9477222222222
"332",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitán","San Juan Amajac","20","43","43",98,56,"50.5","Leonardo D. Orozco Rodríguez","LDOR","34","0.63888888888888895",7,"May",2010,NA,NA,"Xerophytic scrub","Ground",910,NA,"70% Ethanol","YES",20.7286111111111,-98.9473611111111
"333",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","39.200000000000003",98,56,"50.4","Saúl F. Domínguez Guerrero","SFDG","82","0.41111111111111115",7,"May",2010,"Male",NA,"Xerophytic scrub","Ground",912,NA,"70% Ethanol","YES",20.7108888888889,-98.9473333333333
"334",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","38.799999999999997",98,56,"50.1","Saúl F. Domínguez Guerrero","SFDG","84","0.4861111111111111",7,"May",2010,"Male",NA,"Xerophytic scrub","Ground",892,NA,"70% Ethanol","YES",20.7107777777778,-98.94725
"335",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","46.1",98,56,"51","Saúl F. Domínguez Guerrero","SFDG","85","0.49444444444444446",7,"May",2010,"Male",NA,"Xerophytic scrub","Ground",889,NA,"70% Ethanol","YES",20.7128055555556,-98.9475
"336",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","44.6",98,56,"50.7","Saúl F. Domínguez Guerrero","SFDG","86","0.52083333333333337",7,"May",2010,"Male",NA,"Xerophytic scrub","Ground",913,NA,"70% Ethanol","YES",20.7123888888889,-98.9474166666667
"337",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","42.9",98,56,"52.2","Saúl F. Domínguez Guerrero","SFDG","87","0.52777777777777779",7,"May",2010,"Male",NA,"Xerophytic scrub","Ground",908,NA,"70% Ethanol","YES",20.7119166666667,-98.9478333333333
"338",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","46.2",98,56,"51","Saúl F. Domínguez Guerrero","SFDG","88","0.5493055555555556",7,"May",2010,"Female",NA,"Xerophytic scrub","Ground",909,NA,"70% Ethanol","YES",20.7128333333333,-98.9475
"339",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Eloxochitlán","San Juan Amajac","20","42","43",98,56,"51.1","Saúl F. Domínguez Guerrero","SFDG","89","0.5756944444444444",7,"May",2010,"Female",NA,"Xerophytic scrub","Ground",909,NA,"70% Ethanol","YES",20.7119444444444,-98.9475277777778
"340",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Huejutla","Candelaria","21","4","55",98,24,"32","Leonardo D. Orozco Rodríguez","LDOR","28","0.73611111111111116",3,"May",2010,NA,NA,"Rainforest","Under rock",190,NA,"70% Ethanol","YES",21.0819444444444,-98.4088888888889
"341",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2009,"México","Hidalgo","Ixmiquilpan","10 Km al O de Ixmiquilpan","20","30","28.3",99,18,"38.1","Juan C. Hernández Zenil","NLMM","406","15:38 h",11,"July",2009,NA,NA,"Xerophytic scrub","Sobre matorral",1847,NA,"70% Ethanol","YES",20.5078611111111,-99.3105833333333
"342",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","44.2",99,10,"39.799999999999997","Saúl F. Domínguez Guerrero","SFDG","31","0.5625",27,"February",2010,NA,NA,"Xerophytic scrub","Sobre roca",1808,NA,"70% Ethanol","YES",20.5456111111111,-99.1777222222222
"343",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","44.8",99,10,"39.799999999999997","Leonardo D. Orozco Rodríguez","LDOR","10","0.16666666666666666",27,"February",2010,NA,NA,"Xerophytic scrub","Bajo cardon",1804,NA,"70% Ethanol","YES",20.5457777777778,-99.1777222222222
"344",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","41.3",99,10,"38.5","Saúl F. Domínguez Guerrero","SFDG","60","0.58194444444444449",25,"April",2010,NA,NA,"Xerophytic scrub","Sobre roca",1804,NA,"70% Ethanol","YES",20.5448055555556,-99.1773611111111
"345",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","44.8",99,10,"42.2","Saúl F. Domínguez Guerrero","SFDG","61","0.625",25,"April",2010,"Male",NA,"Xerophytic scrub","Ground",1808,NA,"70% Ethanol","YES",20.5457777777778,-99.1783888888889
"346",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","40",99,10,"42","Leonardo D. Orozco Rodríguez","LDOR","17","0.5625",25,"April",2010,NA,NA,"Xerophytic scrub","Ground",1803,NA,"70% Ethanol","YES",20.5444444444444,-99.1783333333333
"347",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","40",99,10,"38.299999999999997","Saúl F. Domínguez Guerrero","SFDG","63","0.50416666666666665",26,"April",2010,"Male",NA,"Xerophytic scrub","Ground",1803,NA,"70% Ethanol","YES",20.5444444444444,-99.1773055555556
"348",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","45.6",99,10,"42.5","Saúl F. Domínguez Guerrero","SFDG","64","0.71875",26,"April",2010,"Female",NA,"Xerophytic scrub","Ground",1805,NA,"70% Ethanol","YES",20.546,-99.1784722222222
"349",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","44.8",99,10,"42.2","Juan C. Hernández Zenil Zenil","JCHZ","22","0.51874999999999993",26,"April",2010,NA,NA,"Xerophytic scrub","Ground",1808,NA,"70% Ethanol","YES",20.5457777777778,-99.1783888888889
"350",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","45",99,10,"43.2","Juan C. Hernández Zenil Zenil","JCHZ","23","0.7055555555555556",26,"April",2010,NA,NA,"Xerophytic scrub","Ground",1810,NA,"70% Ethanol","YES",20.5458333333333,-99.1786666666667
"351",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","33",99,10,"44.3","Leonardo D. Orozco Rodríguez","LDOR","18","0.55902777777777779",26,"April",2010,NA,NA,"Xerophytic scrub","Ground",1804,NA,"70% Ethanol","YES",20.5425,-99.1789722222222
"352",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","41.6",99,10,"44.3","Leonardo D. Orozco Rodríguez","LDOR","19","0.6069444444444444",26,"April",2010,NA,NA,"Xerophytic scrub","Ground",1803,NA,"70% Ethanol","YES",20.5448888888889,-99.1789722222222
"353",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Ixmiquilpan","El Espino","20","32","33.5",99,10,"33","Leonardo D. Orozco Rodríguez","LDOR","20","0.67013888888888884",26,"April",2010,NA,NA,"Xerophytic scrub","Ground",1804,NA,"70% Ethanol","YES",20.5426388888889,-99.1758333333333
"354",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","89",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"355",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","90",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"356",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","91",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"357",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","92",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"358",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","93",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"359",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","94",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"360",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","95",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"361",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","96",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"362",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","97",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"363",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","98",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"364",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","99",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"365",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","100",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"366",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Jacala","San Nicolas","20","56","40.659999999999997",99,9,"43.77","Carlos Pérez Almazán","CPA","101",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.9446277777778,-99.1621583333333
"367",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2014,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","74",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"368",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2014,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","75",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"369",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2014,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","76",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"370",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2014,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","77",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"371",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2014,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","78",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"372",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2014,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","79",NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"373",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","6.97",98,39,"45.86","Carlos Pérez Almazán","CPA","80",NA,NA,NA,2015,"Male",NA,NA,NA,1340,NA,"70% Ethanol","YES",20.5186027777778,-98.6627388888889
"374",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","81",NA,NA,NA,2015,"Male",NA,NA,NA,1340,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"375",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","82",NA,NA,NA,2015,"Female",NA,NA,NA,1340,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"376",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","83",NA,NA,NA,2015,"Female",NA,NA,NA,1340,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"377",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","86",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"378",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","87",NA,NA,NA,2015,"Male",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"379",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","88",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"380",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Carlos Pérez Almazán",2015,"México","Hidalgo","Mezquitiltán","Milpillas","20","31","13.94",98,39,"51.9","Carlos Pérez Almazán","CPA","102",NA,NA,NA,2015,"Female",NA,NA,NA,NA,NA,"70% Ethanol","YES",20.5205388888889,-98.6644166666667
"381",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Pacula","Río Moctezuma (Paso a Membrillar)","20","57","22.78",99,23,"26.22","Carmen García Chávez","CGCH","13","0.5",26,"May",2010,NA,NA,"Tropical forest","River bank",895,NA,"70% Ethanol",NA,20.9563277777778,-99.3906166666667
"382",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Pacula","Río Moctezuma (Paso a Membrillar)","20","57","22.78",99,23,"26.22","Victor Vite Silva Silva","VDVS","262","0.5",26,"May",2010,NA,NA,"Tropical forest","River bank",895,NA,"70% Ethanol",NA,20.9563277777778,-99.3906166666667
"383",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","Pacula","Río Moctezuma (Paso a Membrillar)","20","57","22.78",99,23,"26.22","Victor Vite Silva Silva","VDVS","263","0.5",26,"May",2010,NA,NA,"Tropical forest","River bank",895,NA,"70% Ethanol",NA,20.9563277777778,-99.3906166666667
"384",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2009,"México","Hidalgo","Pisaflores","Miraflores","21","9","28.4",99,1,"44.7","Victor Vite Silva","VDVS","116",NA,12,"December",2009,NA,NA,NA,NA,284,NA,"70% Ethanol",NA,21.1578888888889,-99.0290833333333
"385",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Leonardo D. Orozco Rodríguez",2011,"México","Hidalgo","Progreso de Obregon",NA,"20","14","84",99,12,"39","Leonardo D. Orozco Rodríguez","LDOR","81","0.46736111111111112",18,"May",2011,NA,NA,"Vegetación riparia","Ground",1920,NA,"70% Ethanol","YES",20.2566666666667,-99.2108333333333
"386",NA,"Sauropsida","Teiide","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","San Agustin Metzquititlán","Milpillas","20","31","10.4",98,39,"47.1","Leonardo D. Orozco Rodríguez","LDOR","58","0.4465277777777778",7,"August",2010,NA,NA,"Ribereña","Ground",1315,NA,"70% Ethanol","YES",20.5195555555556,-98.6630833333333
"387",NA,"Sauropsida","Teiide","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","San Agustin Metzquititlán","Milpillas","20","31","8.9",98,39,"46.3","Leonardo D. Orozco Rodríguez","LDOR","59","0.4861111111111111",8,"August",2010,NA,NA,"Riverside","Under rock",1328,NA,"70% Ethanol",NA,20.5191388888889,-98.6628611111111
"388",NA,"Sauropsida","Teiide","Aspidoscelis","gularis",NA,"Norma L. Manríquez Morán",2010,"México","Hidalgo","San Agustin Metzquititlán","Milpillas","20","31","21.2",98,39,"45.2","Leonardo D. Orozco Rodríguez","LDOR","60","0.54166666666666663",8,"August",2010,NA,NA,"Riverside","Under rock",1330,NA,"70% Ethanol","YES",20.5225555555556,-98.6625555555556
"389",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Anahi Esquivel Ramírez",2018,"México","Hidalgo","San Agustín Metzquititlán","Milpillas","20","31","32.619999999999997",98,39,"28.14","Norma L. Manríquez Morán","NLMM","547","0.41666666666666669",5,"April",2018,"Male","Adult","Crop","Among bushes, rodeado de zona de cultivos",1328,NA,"70% Ethanol","YES",20.5257277777778,-98.6578166666667
"390",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Anahi Esquivel Ramírez",2018,"México","Hidalgo","San Agustín Metzquititlán","Milpillas","20","31","33.03",98,39,"31.43","Norma L. Manríquez Morán","NLMM","548","0.47986111111111113",5,"April",2018,"Female","Young","Xerophytic scrub","Under bush",1329,NA,"70% Ethanol","YES",20.5258416666667,-98.6587305555556
"391",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Anahi Esquivel Ramírez",2018,"México","Hidalgo","San Agustín Metzquititlán","Milpillas","20","31","34.46",98,39,"28.3","Norma L. Manríquez Morán","NLMM","549","0.5",5,"April",2018,"Male","Adult","Riparian","River bank",1328,NA,"70% Ethanol","YES",20.5262388888889,-98.6578611111111
"392",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Anahi Esquivel Ramírez",2018,"México","Hidalgo","San Agustín Metzquititlán","Milpillas","20","31","34.46",98,39,"28.3","Norma L. Manríquez Morán","NLMM","550","0.5180555555555556",5,"April",2018,"Male","Young","Riparian","Under bush",1328,NA,"70% Ethanol","YES",20.5262388888889,-98.6578611111111
"393",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Saúl F. Domínguez Guerrero",2010,"México","Hidalgo","San Agustín Metzquitítlan","Milpillas","20","31","7.8",98,39,"45.1","Saúl F. Domínguez Guerrero","SFDG","144","0.43055555555555558",7,"August",2010,"Female",NA,"Xerophytic scrub","En Ground",1321,NA,"70% Ethanol","YES",20.5188333333333,-98.6625277777778
"394",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Saúl F. Domínguez Guerrero",2010,"México","Hidalgo","San Agustín Metzquitítlan","Milpillas","20","31","14",98,39,"52","Saúl F. Domínguez Guerrero","SFDG","145","0.46180555555555558",7,"August",2010,"Male",NA,"Xerophytic scrub","En Ground",1311,NA,"70% Ethanol","YES",20.5205555555556,-98.6644444444445
"395",NA,"Sauropsida","Teiidae","Aspidoscelis","gularis",NA,"Saúl F. Domínguez Guerrero",2010,"México","Hidalgo","San Agustín Metzquitítlan","Milpillas","20","31","16",98,39,"55","Saúl F. Domínguez Guerrero","SFDG","146","0.5",7,"August",2010,"Female",NA,"Xerophytic scrub","En Ground",1329,NA,"70% Ethanol","YES",20.5211111111111,-98.6652777777778
