"","REQUEST","USE_LICENSE_URL","GUID","SCIENTIFIC_NAME","CITATIONS","IDENTIFIED_BY","FAMILY","OTHERCATALOGNUMBERS","COLLECTORS","SPECIMEN_EVENT_REMARK","COORDINATEUNCERTAINTYINMETERS","COUNTRY","STATE_PROV","COUNTY","HABITAT","SPEC_LOCALITY","VERBATIM_LOCALITY","VERBATIM_DATE","BEGAN_DATE","ENDED_DATE","PARTS","DEC_LAT","DEC_LONG","SEX","COLORS","VERBATIM_COLLECTOR","REMARK","LOCALITY_REMARKS","COLL_EVENT_REMARKS","ELEV_IN_M"
"136",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20476","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9325; secondary identifier=XHP.2012.2.32","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy = 15 ft",7.0024752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, along County Road A003 (=Santa Teresa-Columbus Highway), 0.4 miles E of (by road) junction with County Road A008","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 0.4 Rd Mi. E Jct With County Rd A008 [Gps: 31 Deg 47.705'N, 106 Deg 57.085'W, Elev. 4148 Ft, Acc. = 15 Ft]","41049",NA,2012-05-20,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",31.79508,-106.95142,"male",NA,NA,NA,NA,NA,"1264.3104-1264.3104"
"137",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20477","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9326; secondary identifier=XHP.2012.2.33","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy not recorded, so an estimate of 33 ft was used for error calculation",12.4888752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, along County Road A003 (=Santa Teresa-Columbus Highway), 0.4 miles E of (by road) junction with County Road A008","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 0.4 Rd Mi. E Jct With County Rd A008 [Gps: 31 Deg 47.711'N, 106 Deg 57.051'W, Elev. 4135 Ft]","41049",NA,2012-05-20,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",31.79518,-106.95085,"male",NA,NA,NA,NA,NA,"1260.348-1260.348"
"138",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20527","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9393; secondary identifier=XHP.2012.2.83","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 4, georeferencing remarks: GPS measurement accuracy = 21 ft",8.8309704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 4, 8.9 miles W (by road on County Road A003) of junction with State Highway 136, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 4, 8.9 Rd Mi. (By County Rd A003) W Jct With Sthy 136, Then Ca. 100 M North Of Road Out Into Desert [Gps: 31 Deg 48.515'N, 106 Deg 50.103'W, Elev. 4111 Ft, Acc. = 21 Ft]","41091",NA,2012-07-01,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.80858,-106.83505,"male",NA,NA,NA,NA,NA,"1253.0328-1253.0328"
"139",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18842","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8706; secondary identifier=XHP.2003.6.49","Carl S. Lieb","named place: El Paso/Railroad Dr., georeferencing remarks: GPS measurement accuracy not recorded; 33 ft assumed for error calculations",12.4873512,"United States","Texas","El Paso County",NA,"El Paso, between Railroad Road and railroad tracks, 3.1 miles SW of (by road) junction with North Dyer Street","USA, Texas, El Paso County, El Paso, Between Railroad Rd & Rr Tracks, 3.1 Rd Mi. Sw Jct With North Dyer Street (31 Deg 55.886'N, 106 Deg 22.104'W)","37822",NA,2003-07-20,"blood (lysis buffer); whole organism (formalin-fixed, 70% ethanol)",31.93143,-106.3684,"male",NA,NA,NA,NA,NA,NA
"140",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19299","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 8895; secondary identifier=XHP.2005.4.85","Dominic I. Lannutti","named place: Shafter/Fuentes Ranch/Ojo Chilicote, georeferencing remarks: GPS measurement accuracy = 18ft",7.9379064,"United States","Texas","Presidio County",NA,"Fuentes Ranch, ca. 2.5 miles SE of (by air) Shafter, ca. 0.1 miles SW of (by air) Ojo Chilcote","USA, Texas, Presidio County, Fuentes Ranch, Ca. 2.5 Mi. (Air) Se Shafter, Ca. 0.1 Air Mi. Sw Ojo Chilcote [Gps: 29 Deg 47.523'N, 104 Deg 16.677'W, Elev. 3985 Ft, Acc. = 18Ft]","38592",NA,2005-08-28,"whole organism (ethanol-fixed)",29.79205,-104.27795,NA,NA,NA,"last specimen catalogued in 2005",NA,NA,"1214.628-1214.628"
"141",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19196","Aspidoscelis uniparens",NA,"Ralph W. Axtell","Teiidae","secondary identifier=XHP.2005.6.3","Ralph W. Axtell, Robert G. Webb","named place: Wilcox, extent: 2.6km, georeferencing remarks: field not located, georef at designated center of town of Willcox (= Maley Street-StHwy 186 at jct with Haskell Ave-I-Hwy10 Business Rte), with extent to include town limits, locality remarks: ""Wilcox' is a lapsus for ""Willcox""",2636,"United States","Arizona","Cochise County",NA,"Wilcox, open field within city limits","USA, Arizona, Cochise County, Wilcox, Open Field Within City Limits","38567",NA,2005-08-03,"whole organism (ethanol-fixed)",32.25256,-109.8326,NA,NA,NA,NA,NA,NA,NA
"142",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:13700","Aspidoscelis uniparens",NA,"unknown","Teiidae","collector number=CSL 7860; secondary identifier=XHP.1990.9.22","Carl S. Lieb, Christopher R. Harrison","mountains/drainage: Pinaleno Mts, named place: Pinaleno Mts/Marijilda Canyon, extent: 0.6km, georeferencing remarks: georef at approx collection location",639,"United States","Arizona","Graham County",NA,"Marijilda Canyon","USA, Arizona, Graham County, Marijilda Canyon (T8S, R25E, Sec.33) Ca. 4300 Ft","33019",NA,1990-05-26,"tissue; whole organism (formalin-fixed, 70% ethanol)",32.69897,-109.78839,NA,NA,"Porter, C",NA,"T8S, R25E, Sec.33",NA,"1310.64-1310.64"
"143","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19558","Aspidoscelis uniparens",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8942; secondary identifier=XHP.2006.6.43","Carl S. Lieb","mountains/drainage: Big Blue Mts, named place: White Mule Creek/jct Hwy 78/New Mexico State line, georeferencing remarks: GPS measurement accuray = 23 ft",9.4265496,"United States","Arizona","Greenlee County",NA,"along White Mule Creek, just N of State Highway 78, 1.9 miles SW of (by road) New Mexico State Line","USA, Arizona, Greenlee County, Along White Mule Creek, Just North Of Sthy 78, 1.9 Rd Mi. Sw New Mexico State Line [Gps: 33 Deg 05.989'N, 109 Deg 04.214'W, 5784 Ft Elev. Acc. = 23 Ft]","38942",NA,2006-08-13,"heart, liver (frozen); whole organism (formalin-fixed, 70% ethanol)",33.09982,-109.07023,NA,NA,NA,NA,NA,NA,"1762.9632-1762.9632"
"144",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19157","Aspidoscelis uniparens",NA,"Dominic I. Lannutti","Teiidae","preparator number=DIL 712; secondary identifier=XHP.2005.5.14","Dominic I. Lannutti, Russell A. Blaine","named place: Hwy 80/jct New Mexico State line, georeferencing remarks: GPS measurement accuracy = 16 ft",7.3109328,"United States","Arizona","Cochise County",NA,"State Highway 80, 22.3 miles S of (by road) New Mexico State Line","USA, Arizona, Cochise County, Dor Sthy 80, 22.3 Rd Mi. S New Mexico State Line (Gps: 31 Deg 36.691'N, 109 Deg 13.196'W, 4656 Elev, Acc= 16Ft)","38519",NA,2005-06-16,"heart, liver (95% ethanol); whole organism (formalin-fixed, 70% ethanol)",31.611517,-109.21993,NA,NA,NA,NA,NA,NA,"1419.1488-1419.1488"
"145","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18654","Aspidoscelis uniparens",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 8596; secondary identifier=XHP.2001.1.29","Carl S. Lieb, Randy L. Powell","named place: Pearson Mesa/Hwy 530/jct Hwy 92, georeferencing remarks: georef uses GPS coordinate data provided in the locality statement; GPS measurement accuracy not recorded, an estimate of 33 ft was used for error calculation",34.2680544,"United States","New Mexico","Hidalgo County",NA,"Pearson Mesa, along State Highway 530, 1.5 miles NW of (by road) junction with State Highway 92","USA, New Mexico, Hidalgo County, Pearson Mesa, Along Sthy 530, 1.5 Rd Mi. Nw Jct With Sthy 92 (T19S, R21W, Sec.15; 32 Deg 39.19'N, 108 Deg 59.47'W) 4093 Ft","37150",NA,2001-09-16,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",32.65317,-108.99117,NA,NA,NA,NA,"T19S, R21W, Sec.15",NA,"1247.5464-1247.5464"
"146",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21507","Aspidoscelis uniparens",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9787; preparator number=CSL 9787; secondary identifier=XHP.2016.3.42","Carl S. Lieb","Former verification status: verified by curator.",9.734,"United States","New Mexico","Socorro County",NA,"above State Highway 1 on NW slope of Black Hill, 3.0 road miles NE Nogal Canyon crossing","Above StHwy 1 on NW slope of Black Hill, 3.0 rd mi. NE Nogal Canyon crossing (T8S, R3W, NW 1/4 Sec. 31) [GPS: 33 deg 34.616'N, 107 deg 11.323'W, elev. 5125 ft, acc. = 12ft(3.7m)","42520",2016-05-30,2016-05-30,"tissue (frozen); whole organism (formalin-fixed, 70% ethanol)",33.57693,-107.18872,NA,NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 296860.9 E, 3717395.2 N",NA,"1562.1-1562.1"
"147",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20720","Aspidoscelis uniparens",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9444; secondary identifier=XHP.2013.1.41","Carl S. Lieb, unknown","named place: Hwy 9/Animas, georeferencing remarks: GPS measurement accuracy = 14 ft",6.6958464,"United States","New Mexico","Hidalgo County",NA,"along State Highway 9, 4.9 miles W of (by road) junction with State Highway 338 in Animas","USA, New Mexico, Hidalgo County, Along Sthy 9, 4.9 Rd Mi. W Jct With Sthy 338 In Animas [Gps: 31 Deg 56.601'N, 108 Deg 53.345'W, Elev. 4382 Ft, Acc. = 14 Ft]","41444",NA,2013-06-19,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.94337,-108.88908,NA,NA,"and others",NA,NA,NA,"1335.6336-1335.6336"
"148","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21551","Aspidoscelis uniparens",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9849; preparator number=CSL 9849; secondary identifier=XHP.2016.3.86","Carl S. Lieb","Former verification status: verified by curator.",10.969,"United States","Texas","El Paso County","disturbed area along roadside","El Paso, along Dyer Street, 0.4 road miles NE junction with Ashley Road","El Paso, along Dyer Street, 0.4 rd mi. NE Jct with Ashley Road [GPS: 31 deg 57.157'N, 106 deg 21.786'W, elev. 3996 ft, acc. = 14ft(4.3m)]","42593",2016-08-11,2016-08-11,"tissue (frozen); whole organism (formalin-fixed, 70% ethanol)",31.95262,-106.3631,NA,NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 371176.4 E, 3535994.7 N","ca. 30 adults, and young-of-year, seen at site","1217.9808-1217.9808"
"149",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:21550","Aspidoscelis uniparens",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9848; preparator number=CSL 9848; secondary identifier=XHP.2016.3.85","Carl S. Lieb","Former verification status: verified by curator.",10.969,"United States","Texas","El Paso County","disturbed area along roadside","El Paso, along Dyer Street, 0.4 road miles NE junction with Ashley Road","El Paso, along Dyer Street, 0.4 rd mi. NE Jct with Ashley Road [GPS: 31 deg 57.153'N, 106 deg 21.794'W, elev. 3999 ft, acc. = 14ft(4.3m)]","42593",2016-08-11,2016-08-11,"tissue (frozen); whole organism (formalin-fixed, 70% ethanol)",31.95225,-106.36323,NA,NA,NA,NA,"Standard UTM coordinates from GPS data conversion are: Zone 13, 371163.7 E, 3535987.5 N","ca. 30 adults, and young-of-year, seen at site","1218.8952-1218.8952"
"150","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:19841","Aspidoscelis velox",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9018; secondary identifier=XHP.2008.2.34","Carl S. Lieb","named place: Rattlesnake Wash/CR 71, georeferencing remarks: GPS measurement accuracy = 22 ft",9.1001088,"United States","Arizona","Yavapai County",NA,"off County Road 71, at Rattlesnake Wash, just W of Coconino County Line","USA, Arizona, Yavapai County, Off County Rd 71 At Rattlesnake Wash, Just West Of Coconino County Line (T19N, R1W, S Sec.26) [Gps: 34 Deg 59.843'N, 112 Deg 20.235'W, Elev. 4600 Ft, Acc. = 22Ft]","39703",NA,2008-09-12,"whole organism (ethanol-fixed)",34.99738,-112.33725,NA,NA,NA,NA,"T19N, R1W, S Sec.26",NA,"1402.08-1402.08"
"151","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18336","Aspidoscelis velox",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.13","Robert G. Webb, Ralph W. Axtell","named place: Magdalena, extent: 16.5m, georeferencing remarks: Moved to given Coordinates.",18.069,"United States","New Mexico","Socorro County",NA,"along United States Highway 60, 4.5 miles W of (by road) junction Sthys 169 and 170 on W side of Magdalena","USA, New Mexico, Socorro County, Along Ushy 60, 4 1/2 Rd Mi. W Jct Sthys 169 & 170 On West Side Of Magdalena (34 Deg 05'44""N, 107 Deg 19'40""W) Ca. 6760 Ft","36333",NA,1999-06-22,"whole organism (ethanol-fixed)",34.095555,-107.327775,NA,NA,NA,NA,NA,NA,"2060.448-2060.448"
"152",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18335","Aspidoscelis velox",NA,"Robert G. Webb","Teiidae","secondary identifier=XHP.1999.9.12","Robert G. Webb, Ralph W. Axtell","named place: Magdalena, extent: 16.5m, georeferencing remarks: Moved to given Coordinates.",18.069,"United States","New Mexico","Socorro County",NA,"along United States Highway 60, 4.5 miles W of (by road) junction Sthys 169 and 170 on W side of Magdalena","USA, New Mexico, Socorro County, Along Ushy 60, 4 1/2 Rd Mi. W Jct Sthys 169 & 170 On West Side Of Magdalena (34 Deg 05'44""N, 107 Deg 19'40""W) Ca. 6760 Ft","36333",NA,1999-06-22,"whole organism (ethanol-fixed)",34.095555,-107.327775,NA,NA,NA,NA,NA,NA,"2060.448-2060.448"
"153","x","http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:17662","Aspidoscelis velox",NA,"Ralph W. Axtell","Teiidae","secondary identifier=XHP.1998.10.3","Ralph W. Axtell, Robert G. Webb","named place: Whitehorse, extent: 400m, georeferencing remarks: Moved 12mi E of Whitehorse.ppl GNIS along Navajo Service Rd. 9.",501.569,"United States","New Mexico","McKinley County",NA,"Highway 9 (paved), ca. 12.0 miles E (by road) of Whitehorse","USA, New Mexico, Mckinley County, Hwy 9 (Paved), Ca. 12.0 Rd Mi. E Whitehorse","35944",NA,1998-05-29,"whole organism (ethanol-fixed)",35.786872,-107.544145,NA,NA,NA,NA,NA,NA,NA
