"","REQUEST","USE_LICENSE_URL","GUID","SCIENTIFIC_NAME","CITATIONS","IDENTIFIED_BY","FAMILY","OTHERCATALOGNUMBERS","COLLECTORS","SPECIMEN_EVENT_REMARK","COORDINATEUNCERTAINTYINMETERS","COUNTRY","STATE_PROV","COUNTY","HABITAT","SPEC_LOCALITY","VERBATIM_LOCALITY","VERBATIM_DATE","BEGAN_DATE","ENDED_DATE","PARTS","DEC_LAT","DEC_LONG","SEX","COLORS","VERBATIM_COLLECTOR","REMARK","LOCALITY_REMARKS","COLL_EVENT_REMARKS","ELEV_IN_M"
"87",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20912","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 2977; secondary identifier=XHP.2014.2.97; trap number=9-5C",NA,"named place: Floyd Lizard Demography Site 9/Trap 9-5C, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"ca. 4.1 kilometers E (by air) of junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Nine, North of County Road A003, in Pitfall Trap 9-5C","Ca. 4.1 Km (Air) E Jct Of County Rd A003 [Santa Teresa-Columbus Rd] And County Rd A008, Kevin Floyd Lizard Demography Site Nine, South Of Cr A003 In Pitfall Trap 9-5C (T29S, R1E, Sw 1/4 Of Nw 1/4 Sec.7) [Gps: 31.79815084 Deg N, 106.9155371 Deg S]","40743",NA,2011-07-19,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.79815084,-106.9155371,"male",NA,NA,NA,"T29S, R1E, SW 1/4 of Nw 1/4 Sec.7","found with other Aspidoscelis tigris",NA
"88",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20535","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9408; secondary identifier=XHP.2012.2.91","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy = 14 ft",6.6976752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, 0.4 miles E (by road on County Road A008) of junction with County Road A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, 0.4 Rd Mi. (By County Rd A008) E Jct With County Rd A008, Then Ca. 100 M North Of Rd Into Desert [Gps: 31 Deg 47.745'N, 106 Deg 57.103'W, Elev. 4171 Ft, Acc. = 14 Ft]","41154",NA,2012-09-02,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.79575,-106.95172,"female",NA,NA,NA,NA,NA,"1271.3208-1271.3208"
"89",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20700","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9438; original identifier=LM-8B; original identifier=LM-8C; original identifier=LM-8D; secondary identifier=XHP.2013.1.21","Carl S. Lieb, unknown","named place: Floyd Soil Sample Site 7, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3876936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 7, along Interstate Highway 10, 5.5 miles W of (by road) Corralitos Road Overpass/Exit, 5.4 miles W of (by road) junction with State Highway 549","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 7, Along Ihwy 10, 5.5 Rd Mi. W Corralitos Road Overpass/Exit, 5.4 Rd Mi. W Jct With Sthy 549 [Gps: 32 Deg 15.129'N, 107 Deg 06.116'W, Elev. 4395 Ft, Acc. = 13 Ft]","41437",NA,2013-06-12,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); blood (slide smear); blood (slide smear); blood (slide smear); blood (slide smear)",32.25215,-107.10193,"female",NA,"and others",NA,NA,NA,"1339.596-1339.596"
"90",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20524","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9390; secondary identifier=XHP.2012.2.80","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 4, georeferencing remarks: GPS measurement accuracy = 12 ft",6.0877704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 4, along County Road A003 (= Santa Teresa-Columbus Highway), 8.9 miles W of (by road) junction with State Highway 136","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 4, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 8.9 Rd Mi. W Jct With Sthy 136 [Gps: 31 Deg 48.456'N, 106 Deg 50.142'W, Elev. 4106 Ft, Acc. = 12 Ft]","41091",NA,2012-07-01,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.8077,-106.835,"male",NA,NA,NA,NA,NA,"1251.5088-1251.5088"
"91",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20452","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9279; secondary identifier=XHP.2012.2.22","Carl S. Lieb","named place: Floyd Soil Sample Site 8, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3876936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 8, 3.5 miles (by road on Interstate Highway 10) from junction with State Highway 549, then ca. 100 meters N of W-bound Interstate Highway 10 Lane into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 8, 3.5 Rd Mi. (By Ihwy 10) From Jct With Sthwy 549, Then Ca. 100 M N Of West-Bound Ihwy 10 Lane Into Desert [Gps: 32 Deg 14.956'N, 107 Deg 08.040'W, Elev. 4344 Ft, Acc. = 13 Ft]","40681",NA,2011-05-18,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",32.24927,-107.134,NA,NA,NA,NA,NA,NA,"1324.0512-1324.0512"
"92",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20471","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9319; secondary identifier=XHP.2012.2.27","Carl S. Lieb","named place: Floyd Soil Sample Site 7, georeferencing remarks: GPS measurement accuracy = 11 ft",5.7780936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Study Site 7, 5.5 miles (by road) by Interstate Highway 10 W of Corralitos Exit Overpass, then ca. 100 meters N of W-bound lane into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Study Site 7, 5.5 Rd Mi. By Ihwy 10 W Of Corralitos Exit Overpass, Then Ca. 100 M N Of West-Bound Lane Into Desert [Gps: 32 Deg 15.176'N, 107 Deg 06.100'W, Elev. 4276 Ft, Acc. = 11 Ft]","41035",NA,2012-05-06,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",32.25297,-107.1016,"male",NA,NA,NA,NA,NA,"1303.3248-1303.3248"
"93",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20525","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9391; secondary identifier=XHP.2012.2.81","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 4, georeferencing remarks: GPS measurement accuracy = 15 ft",7.0021704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 4, 8.9 miles W (by road on County Road A003) of junction with State Highway 136, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 4, 8.9 Rd Mi. (By County Rd A003) W Jct With Sthy 136, Then Ca. 100 M North Of Road Out Into Desert [Gps: 31 Deg 48.512'N, 106 Deg 50.081'W, Elev. 4124 Ft, Acc. = 15 Ft]","41091",NA,2012-07-01,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.80853,-106.83407,"male",NA,NA,NA,NA,NA,"1256.9952-1256.9952"
"94",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:14236","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 8014; secondary identifier=XHP.1992.5.45","Carl S. Lieb, unknown","named place: Dona Ana Co., Vevay, extent: 1137.56m",1139.129,"United States","New Mexico","Dona Ana County",NA,"off County Road A19, 9.7 miles W (by road) junction with County Road A17, at Vevay","USA, New Mexico, Dona Ana County, Off County Rd A19, 9.7 Rd Mi. W Jct With County Rd A17 At Vevay (T27S, R1W, Sec.34) Ca. 1260 M","33783",NA,1992-06-28,"whole organism (formalin-fixed, 70% ethanol); brain (frozen); liver (frozen)",31.9159,-106.9299,NA,NA,"and others",NA,"T27S, R1W, Sec.34",NA,"1260-1260"
"95",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:18536","Aspidoscelis tigris",NA,"Dominic I. Lannutti","Teiidae","collector number=DIL 423; secondary identifier=XHP.2000.6.21","Dominic I. Lannutti, unknown","mountains/drainage: Jarilla Mts, named place: Orogrande, extent: 1400m, georeferencing remarks: Moved 2.5mi N of Orogrande.ppl GNIS.",3908.334,"United States","New Mexico","Otero County",NA,"ca. 2.5 miles N (by road) of Orogrande","USA, New Mexico, Otero County, Ca. 2.5 Rd Mi. N Orogrande","0000/00/00",NA,2011-01-13,"whole organism (formalin-fixed, 70% ethanol); muscle (frozen); liver (frozen)",32.407269,-106.084322,NA,NA,"and others",NA,NA,"found at 0900 hrs",NA
"96",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20916","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 4462; secondary identifier=XHP.2014.2.101; trap number=8-1B",NA,"named place: Floyd Lizard Demography Control Site 3/Trap CN3-4D, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.958,"United States","New Mexico","Dona Ana County",NA,"ca. 3.3 kilometers E (by air) of Noria Ruins, Kevin Floyd Lizard Demography Site 8, N of County Road A003 (=Santa Teresa-Columbus Road), in Pitfall Trap 8-1B","USA, New Mexico, Dona Ana County, Ca. 3.4 Km (Air) Ene Noria Ruins, Floyd Lizard Demography Control Site Three, In Pitfall Trap Cn3-4D (T29S, R1E, Ne 1/4 Of Nw 1/4 Sec.3) [Gps: 31.81806828 Deg N, 106.829042 Deg W]","40810",NA,2011-09-24,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.81806828,-106.829042,"male",NA,NA,"found dead in trap with Sceloporus cowlesi","T29S, R1E, Ne 1/4 of Nw 1/4 Sec.3",NA,NA
"97",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20899","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1706; secondary identifier=XHP.2014.2.84; trap number=3-2B",NA,"named place: Floyd Lizard Demography Site 3/Trap 3-2B, georeferencing remarks: GPS measurement accuracy not recorded, so an estimate of 10m was used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 0.2 kilometers E (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Three, North of Interstate Highway 10, in Pitfall Trap 3-2B","Ca. 0.2 Km (Air) E Of Ihy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Site Three, North Of Ihy10 In Pitfall Trap 3-2B (T24S, R3W, Sw 1/4 Of Ne 1/4 Sec.1) [Gps: 32.2527343 Deg N, 107.0982772 Deg W]","40080",NA,2009-09-24,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.2527343,-107.0982772,"female",NA,NA,NA,"T24S, R3W, SW 1/4 of Ne 1/4 Sec.1","died before release, found in trap with many ants (may have been injured)",NA
"98",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20906","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 57; secondary identifier=XHP.2014.2.91; trap number=6-33",NA,"named place: Floyd Lizard Demography Site 6/Trap 6-33, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"0.19 kilometers SE (by air) from junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Six, S of County Road, in Pitfall Trap 6-33","0.19 Km (Air) Se From Jct Of County Rd A003 [Santa Teresa-Columbus Road] And County Rd A008, Kevin Floyd Lizard Demography Site Six, South Of Cr A003 In Pitfall Trap 6-33 (T29S, R1W, Se 1/4 Of Ne 1/4 Sec.8) [Gps: 31.79320407 Deg N, 106.9572774 Deg W]","39596",NA,2008-05-28,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.79320407,-106.9572774,"male",NA,NA,"died during processing","T29S, R1W, SE 1/4 of Ne 1/4 Sec.8",NA,NA
"99",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20911","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 1255; secondary identifier=XHP.2014.2.96; trap number=9-5C",NA,"named place: Floyd Lizard Demography Site 9/Trap 9-5C, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"ca. 4.1 kilometers E (by air) of junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Nine, North of County Road A003, in Pitfall Trap 9-5C","Ca. 4.1 Km (Air) E Jct Of County Rd A003 [Santa Teresa-Columbus Rd] And County Rd A008, Kevin Floyd Lizard Demography Site Nine, South Of Cr A003 In Pitfall Trap 9-5C (T29S, R1E, Sw 1/4 Of Nw 1/4 Sec.7) [Gps: 31.79815084 Deg N, 106.9155371 Deg S]","40359",NA,2010-06-30,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.79815084,-106.9155371,"male",NA,NA,"found dead in trap with larger aspidoscelis tigris","T29S, R1E, SW 1/4 of Nw 1/4 Sec.7",NA,NA
"100",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20023","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9185; secondary identifier=XHP.2010.6.9","Carl S. Lieb","named place: Floyd Soil Sample Site 4, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3925704,"United States","New Mexico","Dona Ana County",NA,"along N side of County Road A-003 (=Santa Teresa-Columbus Highway), 9.1 miles W of (by road) junction with State Highway 136, Kevin Floyd Sample Site 4","USA, New Mexico, Dona Ana County, Along N-Side County Rd A-003 (Santa Teresa-Columbus Hwy), 9.1 Rd Mi. W Jct With Sthy 136, Kevin Floyd Sample Site 4 [Gps: 31 Deg 48.472'N, 106 Deg 50.025'W, Elev. 4129 Ft, Acc. = 15 Ft]","40332",NA,2010-06-03,"heart, liver, muscle (frozen); whole organism (ethanol-fixed)",31.80787,-106.83375,NA,NA,NA,NA,NA,NA,"1258.5192-1258.5192"
"101",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20519","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9378; secondary identifier=XHP.2012.2.75","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 7, georeferencing remarks: GPS measurement accuracy = 15 ft",6.9972936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 7, along N side of Interstate Highway 10, 5.5 miles W of (by road) Corralitos Road Exit Overpass, 5.4 miles E of (by road) junction with State Highway 549","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 7, Along North Side Of Ihy 10, 5.5 Rd Mi. W Corralitos Road Exit Overpass, 5.4 Rd Mi. E Jct With Sthy 549 [Gps: 32 Deg 15.138'N, 107 Deg 06.068'W, Elev. 4368 Ft, Acc. = 15Ft]","41069",NA,2012-06-09,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.2523,-107.10113,"female",NA,NA,NA,NA,NA,"1331.3664-1331.3664"
"102",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20523","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9389; secondary identifier=XHP.2012.2.79","Carl S. Lieb, Kevin W. Floyd","named place: Floyd Soil Sample Site 4, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3925704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 4, along County Road A003 (= Santa Teresa-Columbus Highway), 8.9 miles W of (by road) junction with State Highway 136","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 4, Along County Rd A003 (= Santa Teresa-Columbus Hwy), 8.9 Rd Mi. W Jct With Sthy 136 [Gps: 31 Deg 48.462'N, 106 Deg 50.100'W, Elev. 4110 Ft, Acc. = 13 Ft]","41091",NA,2012-07-01,"heart, liver, muscle (frozen); whole organism (formalin-fixed, 70% ethanol)",31.8077,-106.835,"male",NA,NA,NA,NA,NA,"1252.728-1252.728"
"103",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20531","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9398; secondary identifier=XHP.2012.2.87","Carl S. Lieb, David M. Lieb","named place: Floyd Soil Sample Site 1, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3925704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 1, 4.5 miles W (by road on County Road A006) of junction with County A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 1, 4.5 Rd Mi. (By County Rd A006) W Jct With County A008, Then Ca. 100 M North Of Road Into Desert [Gps: 31 Deg 48.175'N, 106 Deg 53.213'W, Elev. 4117 Ft, Acc. = 13 Ft]","41105",NA,2012-07-15,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.80292,-106.88688,"female",NA,NA,NA,NA,NA,"1254.8616-1254.8616"
"104",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20532","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9399; secondary identifier=XHP.2012.2.88","Carl S. Lieb, David M. Lieb","named place: Floyd Soil Sample Site 1, georeferencing remarks: GPS measurement accuracy = 15 ft",7.0021704,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 1, 4.5 miles W (by road on County Road A006) of junction with County A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 1, 4.5 Rd Mi. (By County Rd A006) W Jct With County A008, Then Ca. 100 M North Of Road Into Desert [Gps: 31 Deg 48.171'N, 106 Deg 53.200'W, Elev. 4096 Ft, Acc. = 15 Ft]","41105",NA,2012-07-15,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.80285,-106.88667,"female",NA,NA,"yolked oviducal eggs present",NA,NA,"1248.4608-1248.4608"
"105",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20896","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 3106; secondary identifier=XHP.2014.2.81; trap number=Cn21D",NA,"named place: Floyd Lizard Demography Control Site 2/Trap CN2-1D, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation",1.955,"United States","New Mexico","Dona Ana County",NA,"ca. 0.4 kilometers S (by air) of Interstate Highway 10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Study Control Site Two,, in Pitfall Trap Cn21D","USA, New Mexico, Dona Ana County, Ca. 0.4 Km (Air) S Of Ihy10 Deming Border Patrol Check Station, Kevin Floyd Lizard Demography Study Control Site Two, In Pitfall Trap Cn21D (T24S, R3W, Se 1/4 Sec.2) [Gps: 32.23918616 Deg N, 107.123642 Deg W]","40431",NA,2010-09-10,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",32.23918616,-107.123642,"female",NA,NA,NA,"T24S, R3W, SE 1/4 Sec.2","found with Aspidoscelis tigris (utep 20897) and a dead Uta stansburiana (utep 20816), also eaten by beetles in trap",NA
"106",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20905","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 56; secondary identifier=XHP.2014.2.90; trap number=6-27",NA,"named place: Floyd Lizard Demography Site 6/Trap 6-27, georeferencing remarks: GPS measurement accuracy reported by KWF to be less that 0.5m; 0.5m used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"0.17 kilometers ESE (by air) from junction of County Road A003 (=Santa Teresa-Columbus Road) and County Road A008, Kevin Floyd Lizard Demography Site Six, S of County Road A003, in Pitfall Trap 6-27","0.17 Km (Air) Ese From Jct Of County Rd A003 [Santa Teresa-Columbus Road] And County Rd A008, Kevin Floyd Lizard Demography Site Six, South Of Cr A003 In Pitfall Trap 6-27 (T29S, R1W, Se 1/4 Of Ne 1/4 Sec.8) [Gps: 31.79365079 Deg N, 106.9573252 Deg W]","39596",NA,2008-05-28,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.79365079,-106.9573252,"male",NA,NA,"died during processing","T29S, R1W, SE 1/4 of Ne 1/4 Sec.8",NA,NA
"107",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20908","Aspidoscelis tigris",NA,"Kevin W. Floyd","Teiidae","preparator number=KWF 2886; secondary identifier=XHP.2014.2.93; trap number=8-1B",NA,"named place: Floyd Lizard Demography Site 8/Trap 8-1B, georeferencing remarks: GPS measurement accuracy not recorded, so an estimate of 10m was used for error calculation, locality remarks: The portion of the Santa Teresa-Columbus Rd (paved & with new alignment) in Dona Ana County is technically County Rd A003, even though it bears a Santa Teresa Street Sign of ""Hwy 9""; StHwy 9 on this route does not begin at present (2014) until the Luna County line is reached.",1.958,"United States","New Mexico","Dona Ana County",NA,"ca. 3.3 kilometers E (by air) of Noria Ruins, Kevin Floyd Lizard Demography Site 8, N of County Road A003 (=Santa Teresa-Columbus Road), in Pitfall Trap 8-1B","Ca. 3.3 Km (Air) E Noria Ruins, Kevin Floyd Lizard Demography Site 8, North Of County Rd A003 [Santa Teresa-Columbus Road] In Pitfall Trap 8-1B (T29S, R1E, Sw 1/4 Of Se 1/4 Sec.3) [Gps: 31.80853751 Deg N, 106.8280704 Deg W]","40409",NA,2010-08-19,"whole organism (formalin-fixed, 70% ethanol); heart, liver, muscle (frozen); toe (95% ethanol)",31.80853751,-106.8280704,"male",NA,NA,"found dead in trap with larger aspidoscelis tigris","T29S, R1E, SW 1/4 of SE 1/4 Sec.3",NA,NA
"108",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20533","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9400; secondary identifier=XHP.2012.2.89","Carl S. Lieb, David M. Lieb","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy = 15 ft",7.0024752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, 0.4 miles W (by road on County Road A006) of junction with County A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, 0.4 Rd Mi. (By County Rd A006) W Jct With County A008, Then Ca. 100 M North Of Road Into Desert [Gps: 31 Deg 47.787'N, 106 Deg 57.093'W, Elev. 4156 Ft, Acc. = 13 Ft]","41105",NA,2012-07-15,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.79645,-106.95155,"female",NA,NA,NA,NA,NA,"1266.7488-1266.7488"
"109",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20534","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","preparator number=CSL 9401; secondary identifier=XHP.2012.2.90","Carl S. Lieb, David M. Lieb","named place: Floyd Soil Sample Site 2, georeferencing remarks: GPS measurement accuracy = 13 ft",6.3928752,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 2, 0.4 miles W (by road on County Road A006) of junction with County A008, then ca. 100 meters N of road into desert","USA, New Mexico, Dona Ana County, Kevin Floyd Soil Sample Site 2, 0.4 Rd Mi. (By County Rd A006) W Jct With County A008, Then Ca. 100 M North Of Road Into Desert [Gps: 31 Deg 47.794'N, 106 Deg 57.077'W, Elev. 4138 Ft, Acc. = 13 Ft)","41105",NA,2012-07-15,"whole organism (formalin-fixed, 70% ethanol); toe (95% ethanol); heart, liver, muscle (frozen)",31.79657,-106.95128,"female",NA,NA,"yolked oviducal eggs present",NA,NA,"1261.2624-1261.2624"
"110",NA,"http://creativecommons.org/licenses/by/3.0/","UTEP:Herp:20442","Aspidoscelis tigris",NA,"Carl S. Lieb","Teiidae","collector number=CSL 9281; secondary identifier=XHP.2012.2.12","Carl S. Lieb","named place: Floyd Soil Sample Site 6, georeferencing remarks: GPS measurement accuracy = 23 ft",9.4356936,"United States","New Mexico","Dona Ana County",NA,"Kevin Floyd Soil Sample Site 6, 0.5 miles W (by road on Butterfield Shooting Range Road) of of range gate, then S into the Desert to ca. 100 meters N of westbound lane of Interstate Highway 10","Kevin Floyd Soil Sample Site 6, 0.5 Rd Mi. (By Butterfield Shooting Range Rd) W Of Range Gate, Then S Into The Desert To Ca. 100 M North Of Westbound Lane Of Ihwy 10 [Gps: 32 Deg 15.761'N, 107 Deg 01.117'W, Elev. 4418 Ft, Acc. - 23 Ft]","40685",NA,2011-05-22,"whole organism (ethanol-fixed); toe (95% ethanol); heart, liver, muscle (frozen)",32.26268,-107.01862,"male",NA,NA,NA,NA,NA,"1346.6064-1346.6064"
